radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,created_date,updated_date
LTE,410,1,2027,8563373,0,67.5241,24.7919,1000,2,1,1673672327,1673676113,0,2023-01-14 04:58:47,2023-01-14 06:01:53
LTE,410,1,2027,8576983,0,67.5241,24.7919,1000,1,1,1673673289,1673673289,0,2023-01-14 05:14:49,2023-01-14 05:14:49
LTE,410,1,2027,8563232,0,67.5362,24.7857,1000,1,1,1673682715,1673682715,0,2023-01-14 07:51:55,2023-01-14 07:51:55
LTE,410,1,2027,8563233,0,67.5358,24.7822,1000,1,1,1673682835,1673682835,0,2023-01-14 07:53:55,2023-01-14 07:53:55
LTE,410,1,2035,8576701,0,68.0573,24.6133,1000,1,1,1673847686,1673847686,0,2023-01-16 05:41:26,2023-01-16 05:41:26
UMTS,410,1,2035,8577002,0,67.5827,24.7413,1000,1,1,1674021986,1674021986,0,2023-01-18 06:06:26,2023-01-18 06:06:26
LTE,410,1,31281,37251585,0,67.5865,24.7408,1000,1,1,1674026856,1674026856,0,2023-01-18 07:27:36,2023-01-18 07:27:36
UMTS,410,1,2270,9363784,0,68.5202,24.6475,1000,1,1,1674108631,1674108631,0,2023-01-19 06:10:31,2023-01-19 06:10:31
UMTS,410,1,2270,9352504,0,68.5202,24.6475,1000,1,1,1674108750,1674108750,0,2023-01-19 06:12:30,2023-01-19 06:12:30
UMTS,410,1,2270,9354269,0,68.5202,24.6475,1000,1,1,1674109052,1674109052,0,2023-01-19 06:17:32,2023-01-19 06:17:32
UMTS,410,1,2270,9354265,0,68.6201,24.6528,1000,1,1,1674109170,1674109170,0,2023-01-19 06:19:30,2023-01-19 06:19:30
UMTS,410,1,2270,9363259,0,68.6201,24.6528,1000,1,1,1674109230,1674109230,0,2023-01-19 06:20:30,2023-01-19 06:20:30
UMTS,410,1,2270,9363257,0,68.6201,24.6528,1000,1,1,1674109350,1674109350,0,2023-01-19 06:22:30,2023-01-19 06:22:30
GSM,410,1,508,57141,-1,68.6201,24.6528,1000,1,1,1674109410,1674109410,0,2023-01-19 06:23:30,2023-01-19 06:23:30
GSM,410,1,508,49873,-1,68.6201,24.6528,1000,1,1,1674109533,1674109533,0,2023-01-19 06:25:33,2023-01-19 06:25:33
UMTS,410,1,2270,9355985,0,68.6201,24.6528,1000,1,1,1674109590,1674109590,0,2023-01-19 06:26:30,2023-01-19 06:26:30
UMTS,410,1,2270,9355984,0,68.6201,24.6528,1000,1,1,1674109650,1674109650,0,2023-01-19 06:27:30,2023-01-19 06:27:30
GSM,410,1,508,57173,-1,68.6201,24.6528,1000,1,1,1674109710,1674109710,0,2023-01-19 06:28:30,2023-01-19 06:28:30
UMTS,410,1,2270,9363284,0,68.78,24.6511,1000,1,1,1674109830,1674109830,0,2023-01-19 06:30:30,2023-01-19 06:30:30
UMTS,410,1,2270,9351454,0,68.8037,24.6518,1076,2,1,1674109890,1674110011,0,2023-01-19 06:31:30,2023-01-19 06:33:31
UMTS,410,1,2270,9351453,0,68.8232,24.6558,1000,1,1,1674110311,1674110311,0,2023-01-19 06:38:31,2023-01-19 06:38:31
UMTS,410,1,2270,9347465,0,68.8263,24.6563,1000,2,1,1674110372,1674113378,0,2023-01-19 06:39:32,2023-01-19 07:29:38
GSM,410,1,508,57172,-1,68.817,24.6544,1000,1,1,1674113673,1674113673,0,2023-01-19 07:34:33,2023-01-19 07:34:33
UMTS,410,1,2270,9363285,0,68.7675,24.6533,1000,1,1,1674113914,1674113914,0,2023-01-19 07:38:34,2023-01-19 07:38:34
UMTS,410,1,2270,9355983,0,68.7675,24.6533,1000,1,1,1674113985,1674113985,0,2023-01-19 07:39:45,2023-01-19 07:39:45
LTE,410,1,50215,37331981,0,68.7105,24.6553,1000,1,1,1674114154,1674114154,0,2023-01-19 07:42:34,2023-01-19 07:42:34
UMTS,410,1,3247,27087686,0,68.6844,24.6546,1000,1,1,1674114213,1674114213,0,2023-01-19 07:43:33,2023-01-19 07:43:33
UMTS,410,1,3247,27087687,0,68.624,24.6531,1000,1,1,1674114575,1674114575,0,2023-01-19 07:49:35,2023-01-19 07:49:35
UMTS,410,1,3247,27118939,0,68.624,24.6531,1000,1,1,1674114694,1674114694,0,2023-01-19 07:51:34,2023-01-19 07:51:34
LTE,410,1,32471,37560597,0,68.5916,24.6518,1000,1,1,1674114820,1674114820,0,2023-01-19 07:53:40,2023-01-19 07:53:40
LTE,410,1,32471,36948757,0,68.5528,24.6534,1000,1,1,1674114934,1674114934,0,2023-01-19 07:55:34,2023-01-19 07:55:34
UMTS,410,1,3247,27118929,0,68.5528,24.6534,1000,1,1,1674114994,1674114994,0,2023-01-19 07:56:34,2023-01-19 07:56:34
LTE,410,1,32471,36948737,0,68.5351,24.6533,1000,1,1,1674115294,1674115294,0,2023-01-19 08:01:34,2023-01-19 08:01:34
LTE,410,1,32471,36948739,0,68.5351,24.6533,1000,1,1,1674115354,1674115354,0,2023-01-19 08:02:34,2023-01-19 08:02:34
LTE,410,1,32471,37560630,0,68.5286,24.6536,1000,1,1,1674115534,1674115534,0,2023-01-19 08:05:34,2023-01-19 08:05:34
LTE,410,1,32471,37560629,0,68.5286,24.6536,1000,1,1,1674115594,1674115594,0,2023-01-19 08:06:34,2023-01-19 08:06:34
LTE,410,1,2270,9355095,0,68.5093,24.6526,1000,1,1,1674115654,1674115654,0,2023-01-19 08:07:34,2023-01-19 08:07:34
LTE,410,1,2270,9363247,0,68.5116,24.6534,1000,1,1,1674115714,1674115714,0,2023-01-19 08:08:34,2023-01-19 08:08:34
LTE,410,1,2270,9363248,0,68.4906,24.6463,1000,1,1,1674115835,1674115835,0,2023-01-19 08:10:35,2023-01-19 08:10:35
UMTS,410,1,2270,9363245,0,68.4906,24.6463,1000,1,1,1674115895,1674115895,0,2023-01-19 08:11:35,2023-01-19 08:11:35
UMTS,410,1,2270,9363249,0,68.4649,24.6424,1000,1,1,1674115955,1674115955,0,2023-01-19 08:12:35,2023-01-19 08:12:35
UMTS,410,1,2270,9363278,0,68.4224,24.6435,1000,1,1,1674116015,1674116015,0,2023-01-19 08:13:35,2023-01-19 08:13:35
UMTS,410,1,2270,9363274,0,68.4224,24.6435,1000,1,1,1674116135,1674116135,0,2023-01-19 08:15:35,2023-01-19 08:15:35
UMTS,410,1,2270,9363280,0,68.3669,24.6327,1000,1,1,1674116315,1674116315,0,2023-01-19 08:18:35,2023-01-19 08:18:35
UMTS,410,1,2035,8576805,0,68.3669,24.6327,1000,1,1,1674116561,1674116561,0,2023-01-19 08:22:41,2023-01-19 08:22:41
LTE,410,1,2035,8576805,0,68.3669,24.6327,1000,1,1,1674116736,1674116736,0,2023-01-19 08:25:36,2023-01-19 08:25:36
LTE,410,1,2035,8576802,0,68.2991,24.6197,1000,1,1,1674116975,1674116975,0,2023-01-19 08:29:35,2023-01-19 08:29:35
LTE,410,1,2035,8576801,0,68.2942,24.6179,1000,1,1,1674117338,1674117338,0,2023-01-19 08:35:38,2023-01-19 08:35:38
LTE,410,1,2035,8576803,0,68.2942,24.6179,1000,1,1,1674117396,1674117396,0,2023-01-19 08:36:36,2023-01-19 08:36:36
LTE,410,1,2035,8576806,0,68.2942,24.6179,1000,1,1,1674117636,1674117636,0,2023-01-19 08:40:36,2023-01-19 08:40:36
LTE,410,1,220,41793,0,68.2942,24.6179,1000,1,1,1674117756,1674117756,0,2023-01-19 08:42:36,2023-01-19 08:42:36
GSM,410,1,220,41793,-1,68.1471,24.5699,1000,1,1,1674117996,1674117996,0,2023-01-19 08:46:36,2023-01-19 08:46:36
GSM,410,1,220,57073,-1,68.2011,24.5894,1000,1,1,1674118056,1674118056,0,2023-01-19 08:47:36,2023-01-19 08:47:36
UMTS,410,1,2035,8576961,0,68.2011,24.5894,1000,1,1,1674118176,1674118176,0,2023-01-19 08:49:36,2023-01-19 08:49:36
LTE,410,1,2035,8568783,0,68.0584,24.5519,1000,1,1,1674118838,1674118838,0,2023-01-19 09:00:38,2023-01-19 09:00:38
LTE,410,1,220,57021,0,67.9429,24.7161,1000,1,1,1674118897,1674118897,0,2023-01-19 09:01:37,2023-01-19 09:01:37
LTE,410,1,50257,37184769,0,67.7736,24.7428,1000,1,1,1674123702,1674123702,0,2023-01-19 10:21:42,2023-01-19 10:21:42
LTE,410,1,50257,37184779,0,67.7736,24.7428,1000,1,1,1674123821,1674123821,0,2023-01-19 10:23:41,2023-01-19 10:23:41
LTE,410,1,50257,37184770,0,67.7736,24.7428,1000,1,1,1674123941,1674123941,0,2023-01-19 10:25:41,2023-01-19 10:25:41
LTE,410,1,31281,35947521,0,67.7736,24.7428,1000,1,1,1674124121,1674124121,0,2023-01-19 10:28:41,2023-01-19 10:28:41
LTE,410,1,31281,35947531,0,67.636,24.8088,8787,12,1,1674124543,1674374817,0,2023-01-19 10:35:43,2023-01-22 08:06:57
LTE,410,1,2035,8577003,0,67.5788,24.7401,1000,1,1,1674140217,1674140217,0,2023-01-19 14:56:57,2023-01-19 14:56:57
LTE,410,1,2035,8576783,0,67.8926,24.7466,1000,1,1,1674191083,1674191083,0,2023-01-20 05:04:43,2023-01-20 05:04:43
LTE,410,1,2035,8569402,0,67.899,24.7506,1000,1,1,1674195466,1674195466,0,2023-01-20 06:17:46,2023-01-20 06:17:46
LTE,410,1,220,44422,0,67.6746,24.7283,1000,1,1,1674214321,1674214321,0,2023-01-20 11:32:01,2023-01-20 11:32:01
UMTS,410,1,2027,8567772,0,67.4388,24.8407,1000,1,1,1674280271,1674280271,0,2023-01-21 05:51:11,2023-01-21 05:51:11
LTE,410,1,31231,37584651,0,67.1537,24.9022,1000,1,1,1674282784,1674282784,0,2023-01-21 06:33:04,2023-01-21 06:33:04
LTE,410,1,31231,37180417,0,67.1642,24.8912,1927,18,1,1674282845,1674282845,0,2023-01-21 06:34:05,2023-01-21 06:34:05
LTE,410,1,32441,38268468,0,67.1005,24.9151,1000,1,1,1674283569,1674283569,0,2023-01-21 06:46:09,2023-01-21 06:46:09
LTE,410,1,31201,38295081,0,67.0963,24.9171,1000,1,1,1674283625,1674283625,0,2023-01-21 06:47:05,2023-01-21 06:47:05
LTE,410,1,50236,35947267,-1,66.8089,25.105,2236,76,1,1674323213,1674323402,0,2023-01-21 17:46:53,2023-01-21 17:50:02
LTE,410,1,50236,35947265,-1,66.828,25.0858,1000,28,1,1674323403,1674323460,0,2023-01-21 17:50:03,2023-01-21 17:51:00
LTE,410,3,10661,36225793,-1,66.8331,25.077,1000,20,1,1674323443,1674323520,0,2023-01-21 17:50:43,2023-01-21 17:52:00
LTE,410,1,50236,35947266,-1,66.8426,25.064,2004,47,1,1674323463,1674323643,0,2023-01-21 17:51:03,2023-01-21 17:54:03
LTE,410,3,10661,36225794,-1,66.8439,25.0623,1047,33,1,1674323523,1674323631,0,2023-01-21 17:52:03,2023-01-21 17:53:51
LTE,410,3,10121,36527361,-1,66.851,25.054,1000,5,1,1674323633,1674323643,0,2023-01-21 17:53:53,2023-01-21 17:54:03
LTE,410,1,32461,37503753,-1,66.8551,25.0503,1000,9,1,1674323653,1674323693,0,2023-01-21 17:54:13,2023-01-21 17:54:53
LTE,410,3,10121,36900867,-1,66.8548,25.0505,1000,8,1,1674323653,1674323686,0,2023-01-21 17:54:13,2023-01-21 17:54:46
LTE,410,3,10121,36900866,-1,66.8571,25.0488,1000,1,1,1674323693,1674323693,0,2023-01-21 17:54:53,2023-01-21 17:54:53
LTE,410,3,10121,36652033,-1,66.8585,25.0476,1000,7,1,1674323703,1674325803,0,2023-01-21 17:55:03,2023-01-21 18:30:03
LTE,410,1,32461,37503745,-1,66.8587,25.0476,1000,7,1,1674323733,1674323772,0,2023-01-21 17:55:33,2023-01-21 17:56:12
LTE,410,3,10121,36651780,-1,66.8594,25.0471,1000,3,1,1674323763,1674323772,0,2023-01-21 17:56:03,2023-01-21 17:56:12
LTE,410,1,32461,37503766,-1,66.8598,25.0463,1000,3,1,1674323783,1674325803,0,2023-01-21 17:56:23,2023-01-21 18:30:03
LTE,410,3,10121,36527362,-1,66.8599,25.0465,1000,1,1,1674323783,1674323783,0,2023-01-21 17:56:23,2023-01-21 17:56:23
LTE,410,1,32461,37503746,-1,66.8598,25.0463,1000,2,1,1674323803,1674323943,0,2023-01-21 17:56:43,2023-01-21 17:59:03
LTE,410,3,10121,36647939,-1,66.8598,25.0463,1000,3,1,1674323803,1674325923,0,2023-01-21 17:56:43,2023-01-21 18:32:03
LTE,410,1,32461,35962632,-1,66.8598,25.0463,1000,3,1,1674323823,1674325892,0,2023-01-21 17:57:03,2023-01-21 18:31:32
LTE,410,3,10121,36513795,-1,66.8598,25.0462,1000,3,1,1674323923,1674325903,0,2023-01-21 17:58:43,2023-01-21 18:31:43
LTE,410,1,32461,37503752,-1,66.8598,25.0463,1000,1,1,1674324133,1674324133,0,2023-01-21 18:02:13,2023-01-21 18:02:13
LTE,410,3,10121,36652035,-1,66.8598,25.0462,1000,2,1,1674324143,1674325943,0,2023-01-21 18:02:23,2023-01-21 18:32:23
LTE,410,1,31241,38201345,-1,67.0658,24.8567,1000,6,1,1674371665,1674371694,0,2023-01-22 07:14:25,2023-01-22 07:14:54
LTE,410,3,10612,36424705,-1,67.0653,24.8564,1000,4,1,1674371665,1674371683,0,2023-01-22 07:14:25,2023-01-22 07:14:43
LTE,410,3,10612,36452866,-1,67.0674,24.8575,1000,6,1,1674371685,1674371710,0,2023-01-22 07:14:45,2023-01-22 07:15:10
LTE,410,1,31241,35989251,-1,67.07,24.8589,1000,8,1,1674371705,1674371740,0,2023-01-22 07:15:05,2023-01-22 07:15:40
LTE,410,3,10612,36492545,-1,67.0698,24.8588,1000,5,1,1674371715,1674371730,0,2023-01-22 07:15:15,2023-01-22 07:15:30
LTE,410,3,10612,36446467,-1,67.0725,24.8602,1000,7,1,1674371735,1674371760,0,2023-01-22 07:15:35,2023-01-22 07:16:00
LTE,410,1,31241,37345026,-1,67.0708,24.8618,1000,18,1,1674371745,1674371760,0,2023-01-22 07:15:45,2023-01-22 07:16:00
LTE,410,1,31241,37185027,-1,67.0754,24.8617,1000,6,1,1674371765,1674371784,0,2023-01-22 07:16:05,2023-01-22 07:16:24
LTE,410,3,10612,36446465,-1,67.0759,24.862,1000,8,1,1674371765,1674371792,0,2023-01-22 07:16:05,2023-01-22 07:16:32
LTE,410,1,31241,35862541,-1,67.0793,24.8638,1000,3,1,1674371805,1674371812,0,2023-01-22 07:16:45,2023-01-22 07:16:52
LTE,410,3,10612,36390658,-1,67.0803,24.8644,1000,4,1,1674371815,1674371824,0,2023-01-22 07:16:55,2023-01-22 07:17:04
LTE,410,1,31241,38275351,-1,67.0851,24.8669,1000,3,1,1674371865,1674371870,0,2023-01-22 07:17:45,2023-01-22 07:17:50
LTE,410,1,31241,35862549,-1,67.0861,24.8675,1000,3,1,1674371875,1674371880,0,2023-01-22 07:17:55,2023-01-22 07:18:00
LTE,410,1,31241,38275341,-1,67.0871,24.868,1000,3,1,1674371885,1674371890,0,2023-01-22 07:18:05,2023-01-22 07:18:10
LTE,410,1,31241,37438978,-1,67.0887,24.8688,1000,5,1,1674371895,1674371910,0,2023-01-22 07:18:15,2023-01-22 07:18:30
LTE,410,1,31241,37438977,-1,67.0916,24.8704,1000,8,1,1674371915,1674371941,0,2023-01-22 07:18:35,2023-01-22 07:19:01
LTE,410,3,10612,36929282,-1,67.0916,24.8704,1000,8,1,1674371915,1674371941,0,2023-01-22 07:18:35,2023-01-22 07:19:01
LTE,410,1,31241,36943372,-1,67.0942,24.8717,1000,4,1,1674371945,1674371954,0,2023-01-22 07:19:05,2023-01-22 07:19:14
LTE,410,1,32431,37263128,-1,67.1013,24.8755,1000,11,1,1674371985,1674372012,0,2023-01-22 07:19:45,2023-01-22 07:20:12
LTE,410,3,10611,36929538,-1,67.1005,24.8752,1000,8,1,1674371985,1674372003,0,2023-01-22 07:19:45,2023-01-22 07:20:03
LTE,410,1,31231,37911575,-1,67.1054,24.8778,1000,8,1,1674372015,1674372033,0,2023-01-22 07:20:15,2023-01-22 07:20:33
LTE,410,3,10611,37101058,-1,67.1104,24.8804,1000,3,1,1674372055,1674372062,0,2023-01-22 07:20:55,2023-01-22 07:21:02
LTE,410,1,31211,37911318,-1,67.1151,24.8829,1000,3,1,1674372105,1674372111,0,2023-01-22 07:21:45,2023-01-22 07:21:51
LTE,410,1,31231,37911573,-1,67.1203,24.8849,1000,9,1,1674372125,1674372173,0,2023-01-22 07:22:05,2023-01-22 07:22:53
LTE,410,3,10021,36403715,-1,67.1216,24.8853,1000,11,1,1674372145,1674372181,0,2023-01-22 07:22:25,2023-01-22 07:23:01
LTE,410,3,10021,36403714,-1,67.1284,24.8865,1000,4,1,1674372205,1674372214,0,2023-01-22 07:23:25,2023-01-22 07:23:34
LTE,410,3,10021,36378627,-1,67.1321,24.8871,1000,44,1,1674372215,1674372254,0,2023-01-22 07:23:35,2023-01-22 07:24:14
LTE,410,1,31231,35948821,-1,67.1349,24.8865,1000,5,1,1674372245,1674372254,0,2023-01-22 07:24:05,2023-01-22 07:24:14
LTE,410,3,10021,36378625,-1,67.138,24.8869,1000,22,1,1674372255,1674372272,0,2023-01-22 07:24:15,2023-01-22 07:24:32
LTE,410,3,10021,36961283,-1,67.1422,24.8862,1000,13,1,1674372275,1674372314,0,2023-01-22 07:24:35,2023-01-22 07:25:14
LTE,410,1,31231,35849741,-1,67.1454,24.8861,1000,8,1,1674372305,1674372323,0,2023-01-22 07:25:05,2023-01-22 07:25:23
LTE,410,3,10021,36961282,-1,67.1466,24.886,1000,4,1,1674372315,1674372323,0,2023-01-22 07:25:15,2023-01-22 07:25:23
LTE,410,3,10021,36499458,-1,67.1449,24.8865,1000,8,1,1674372325,1674372332,0,2023-01-22 07:25:25,2023-01-22 07:25:32
LTE,410,3,10021,37030915,-1,67.1469,24.8868,1000,34,1,1674372335,1674372344,0,2023-01-22 07:25:35,2023-01-22 07:25:44
LTE,410,3,10021,37030914,-1,67.153,24.8864,1000,33,1,1674372345,1674372383,0,2023-01-22 07:25:45,2023-01-22 07:26:23
LTE,410,3,10021,36358403,-1,67.1567,24.8866,1000,16,1,1674372385,1674372392,0,2023-01-22 07:26:25,2023-01-22 07:26:32
LTE,410,3,10021,36358402,-1,67.1601,24.8862,1000,13,1,1674372395,1674372413,0,2023-01-22 07:26:35,2023-01-22 07:26:53
LTE,410,3,10021,36373505,-1,67.1623,24.8853,1000,4,1,1674372415,1674372424,0,2023-01-22 07:26:55,2023-01-22 07:27:04
LTE,410,3,10021,36465410,-1,67.1653,24.8852,1000,8,1,1674372425,1674372452,0,2023-01-22 07:27:05,2023-01-22 07:27:32
LTE,410,3,10021,36394241,-1,67.1681,24.8851,1000,4,1,1674372455,1674372464,0,2023-01-22 07:27:35,2023-01-22 07:27:44
LTE,410,1,31231,35949325,-1,67.1706,24.8849,1000,4,1,1674372475,1674372483,0,2023-01-22 07:27:55,2023-01-22 07:28:03
LTE,410,3,10021,36454403,-1,67.1727,24.8846,1000,11,1,1674372475,1674372511,0,2023-01-22 07:27:55,2023-01-22 07:28:31
LTE,410,1,31231,35949323,-1,67.1722,24.8847,1000,3,1,1674372485,1674372491,0,2023-01-22 07:28:05,2023-01-22 07:28:11
LTE,410,3,10021,36454401,-1,67.1764,24.8839,1000,4,1,1674372515,1674372523,0,2023-01-22 07:28:35,2023-01-22 07:28:43
LTE,410,1,31231,38284558,-1,67.1778,24.8835,1000,3,1,1674372525,1674372531,0,2023-01-22 07:28:45,2023-01-22 07:28:51
LTE,410,3,10021,36454402,-1,67.1852,24.88,1000,33,1,1674372525,1674372652,0,2023-01-22 07:28:45,2023-01-22 07:30:52
LTE,410,1,31231,38284565,-1,67.1797,24.8829,1000,6,1,1674372535,1674372551,0,2023-01-22 07:28:55,2023-01-22 07:29:11
LTE,410,1,31231,36440343,-1,67.1817,24.8821,1000,3,1,1674372555,1674372560,0,2023-01-22 07:29:15,2023-01-22 07:29:20
UMTS,410,1,3123,27213083,492,67.1878,24.8786,1000,22,1,1674372565,1674372652,0,2023-01-22 07:29:25,2023-01-22 07:30:52
UMTS,410,1,3123,27209212,210,67.1859,24.8801,1000,4,1,1674372585,1674372593,0,2023-01-22 07:29:45,2023-01-22 07:29:53
UMTS,410,1,3123,27214363,319,67.1878,24.8788,1000,6,1,1674372595,1674372613,0,2023-01-22 07:29:55,2023-01-22 07:30:13
UMTS,410,1,3123,27214361,315,67.1905,24.8767,1000,7,1,1674372615,1674372644,0,2023-01-22 07:30:15,2023-01-22 07:30:44
UMTS,410,1,3123,27200042,415,67.1926,24.8748,1000,3,1,1674372645,1674372652,0,2023-01-22 07:30:45,2023-01-22 07:30:52
LTE,410,1,31231,36065302,-1,67.1935,24.8739,1000,4,1,1674372655,1674372664,0,2023-01-22 07:30:55,2023-01-22 07:31:04
LTE,410,3,10022,36364289,-1,67.1935,24.8739,1000,4,1,1674372655,1674372664,0,2023-01-22 07:30:55,2023-01-22 07:31:04
LTE,410,3,10022,36373763,-1,67.1952,24.8719,1000,8,1,1674372665,1674372693,0,2023-01-22 07:31:05,2023-01-22 07:31:33
LTE,410,1,31231,36008243,-1,67.197,24.8697,1000,5,1,1674372695,1674372713,0,2023-01-22 07:31:35,2023-01-22 07:31:53
LTE,410,3,10022,36373762,-1,67.197,24.8697,1000,5,1,1674372695,1674372713,0,2023-01-22 07:31:35,2023-01-22 07:31:53
LTE,410,3,10022,37076739,-1,67.1997,24.866,1000,16,1,1674372714,1674372792,0,2023-01-22 07:31:54,2023-01-22 07:33:12
LTE,410,1,31231,36008214,-1,67.199,24.8671,1000,3,1,1674372735,1674372742,0,2023-01-22 07:32:15,2023-01-22 07:32:22
LTE,410,1,31191,37461270,-1,67.2005,24.8648,1000,3,1,1674372765,1674372774,0,2023-01-22 07:32:45,2023-01-22 07:32:54
LTE,410,1,31191,37156877,-1,67.201,24.8641,1000,2,1,1674372775,1674372780,0,2023-01-22 07:32:55,2023-01-22 07:33:00
LTE,410,1,32421,36070935,-1,67.2023,24.8621,1000,10,1,1674372785,1674372830,0,2023-01-22 07:33:05,2023-01-22 07:33:50
LTE,410,3,10022,36364290,-1,67.2023,24.862,1000,6,1,1674372795,1674372823,0,2023-01-22 07:33:15,2023-01-22 07:33:43
LTE,410,3,10022,36690434,-1,67.2023,24.862,1000,2,1,1674372805,1674372811,0,2023-01-22 07:33:25,2023-01-22 07:33:31
LTE,410,3,10602,36463361,-1,67.2032,24.8606,1000,2,1,1674372825,1674372830,0,2023-01-22 07:33:45,2023-01-22 07:33:50
LTE,410,1,31191,35843331,-1,67.2037,24.8598,1000,4,1,1674372835,1674372848,0,2023-01-22 07:33:55,2023-01-22 07:34:08
LTE,410,3,10022,37076738,-1,67.2052,24.8577,1000,14,1,1674372835,1674372902,0,2023-01-22 07:33:55,2023-01-22 07:35:02
UMTS,410,1,3119,27213603,127,67.2054,24.8574,1000,5,1,1674372865,1674372884,0,2023-01-22 07:34:25,2023-01-22 07:34:44
UMTS,410,1,3119,27213602,123,67.2057,24.8569,1000,3,1,1674372875,1674372884,0,2023-01-22 07:34:35,2023-01-22 07:34:44
GSM,410,1,10262,15020,-1,67.2062,24.8563,1000,2,1,1674372885,1674372891,0,2023-01-22 07:34:45,2023-01-22 07:34:51
GSM,410,1,10262,16719,-1,67.2067,24.8556,1000,3,1,1674372895,1674372902,0,2023-01-22 07:34:55,2023-01-22 07:35:02
LTE,410,3,10602,36365571,-1,67.2086,24.8535,1000,11,1,1674372905,1674372959,0,2023-01-22 07:35:05,2023-01-22 07:35:59
UMTS,410,1,3119,27254191,108,67.209,24.8532,1000,9,1,1674372915,1674372959,0,2023-01-22 07:35:15,2023-01-22 07:35:59
UMTS,410,1,3119,27213611,80,67.2104,24.8519,1000,2,1,1674372955,1674372959,0,2023-01-22 07:35:55,2023-01-22 07:35:59
LTE,410,1,31191,35851265,-1,67.2126,24.8503,1000,10,1,1674372965,1674373012,0,2023-01-22 07:36:05,2023-01-22 07:36:52
LTE,410,3,10602,36354817,-1,67.2121,24.8506,1000,8,1,1674372965,1674373001,0,2023-01-22 07:36:05,2023-01-22 07:36:41
LTE,410,3,10602,36385795,-1,67.2167,24.8479,1000,11,1,1674373005,1674373053,0,2023-01-22 07:36:45,2023-01-22 07:37:33
LTE,410,3,10602,36393219,-1,67.2224,24.8457,1000,16,1,1674373015,1674373113,0,2023-01-22 07:36:55,2023-01-22 07:38:33
LTE,410,1,31191,37195827,-1,67.2164,24.848,1000,3,1,1674373025,1674373032,0,2023-01-22 07:37:05,2023-01-22 07:37:12
LTE,410,1,31191,37522455,-1,67.2176,24.8474,1000,4,1,1674373035,1674373044,0,2023-01-22 07:37:15,2023-01-22 07:37:24
LTE,410,1,31191,37195820,-1,67.2189,24.8467,1000,3,1,1674373045,1674373053,0,2023-01-22 07:37:25,2023-01-22 07:37:33
LTE,410,1,31191,38202389,-1,67.22,24.8463,1000,3,1,1674373055,1674373061,0,2023-01-22 07:37:35,2023-01-22 07:37:41
LTE,410,3,10602,36392449,-1,67.22,24.8463,1000,3,1,1674373055,1674373061,0,2023-01-22 07:37:35,2023-01-22 07:37:41
LTE,410,1,50262,37441281,-1,67.2228,24.8453,1000,9,1,1674373065,1674373094,0,2023-01-22 07:37:45,2023-01-22 07:38:14
LTE,410,1,50262,37441282,-1,67.2276,24.8442,1000,6,1,1674373105,1674373121,0,2023-01-22 07:38:25,2023-01-22 07:38:41
LTE,410,3,10602,36393218,-1,67.2306,24.8438,1000,11,1,1674373115,1674373143,0,2023-01-22 07:38:35,2023-01-22 07:39:03
LTE,410,1,31191,37522473,-1,67.2305,24.8438,1000,5,1,1674373125,1674373134,0,2023-01-22 07:38:45,2023-01-22 07:38:54
LTE,410,1,31191,37522466,-1,67.2324,24.8437,1000,4,1,1674373135,1674373143,0,2023-01-22 07:38:55,2023-01-22 07:39:03
LTE,410,1,31191,37522465,-1,67.2362,24.8437,1000,11,1,1674373145,1674373174,0,2023-01-22 07:39:05,2023-01-22 07:39:34
LTE,410,3,10602,37033731,-1,67.235,24.8437,1000,7,1,1674373145,1674373162,0,2023-01-22 07:39:05,2023-01-22 07:39:22
LTE,410,3,10602,37047553,-1,67.24,24.8437,1000,11,1,1674373165,1674373192,0,2023-01-22 07:39:25,2023-01-22 07:39:52
LTE,410,1,31191,37522453,-1,67.2403,24.8437,1000,4,1,1674373175,1674373183,0,2023-01-22 07:39:35,2023-01-22 07:39:43
LTE,410,3,10602,37037569,-1,67.2488,24.8438,1000,16,1,1674373195,1674373244,0,2023-01-22 07:39:55,2023-01-22 07:40:44
LTE,410,1,32421,37122828,-1,67.2467,24.8438,1000,5,1,1674373205,1674373214,0,2023-01-22 07:40:05,2023-01-22 07:40:14
LTE,410,1,32421,38228502,-1,67.2511,24.8439,1000,4,1,1674373225,1674373232,0,2023-01-22 07:40:25,2023-01-22 07:40:32
LTE,410,3,10602,36468226,-1,67.2511,24.8439,1000,4,1,1674373225,1674373232,0,2023-01-22 07:40:25,2023-01-22 07:40:32
LTE,410,1,32421,36072982,-1,67.2569,24.8439,1000,15,1,1674373235,1674373274,0,2023-01-22 07:40:35,2023-01-22 07:41:14
LTE,410,3,10602,37118209,-1,67.2631,24.844,1000,20,1,1674373245,1674373314,0,2023-01-22 07:40:45,2023-01-22 07:41:54
LTE,410,1,32421,37350413,-1,67.2629,24.844,1000,4,1,1674373275,1674373283,0,2023-01-22 07:41:15,2023-01-22 07:41:23
LTE,410,3,10602,36820226,-1,67.264,24.844,1000,7,1,1674373275,1674373292,0,2023-01-22 07:41:15,2023-01-22 07:41:32
LTE,410,1,32421,36969218,-1,67.2676,24.844,1000,5,1,1674373295,1674373304,0,2023-01-22 07:41:35,2023-01-22 07:41:44
