radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,created_date,updated_date
LTE,410,1,32421,37350411,-1,67.2705,24.844,1000,5,1,1674373305,1674373314,0,2023-01-22 07:41:45,2023-01-22 07:41:54
LTE,410,3,10602,36758530,-1,67.2756,24.8441,1000,16,1,1674373315,1674373344,0,2023-01-22 07:41:55,2023-01-22 07:42:24
LTE,410,1,32421,36201238,-1,67.2783,24.8441,1000,6,1,1674373335,1674373344,0,2023-01-22 07:42:15,2023-01-22 07:42:24
LTE,410,3,10602,36400899,-1,67.2879,24.8442,1000,27,1,1674373345,1674373403,0,2023-01-22 07:42:25,2023-01-22 07:43:23
LTE,410,1,32421,37588503,-1,67.2887,24.8442,1000,6,1,1674373375,1674373383,0,2023-01-22 07:42:55,2023-01-22 07:43:03
LTE,410,1,32421,37028886,-1,67.2975,24.8443,1000,6,1,1674373405,1674373413,0,2023-01-22 07:43:25,2023-01-22 07:43:33
LTE,410,3,10602,36400897,-1,67.2989,24.8443,1000,11,1,1674373405,1674373423,0,2023-01-22 07:43:25,2023-01-22 07:43:43
LTE,410,1,32421,36055573,-1,67.3046,24.8443,1000,11,1,1674373425,1674373443,0,2023-01-22 07:43:45,2023-01-22 07:44:03
LTE,410,3,10602,36816643,-1,67.3074,24.8443,1000,21,1,1674373425,1674373463,0,2023-01-22 07:43:45,2023-01-22 07:44:23
LTE,410,1,32421,36099341,-1,67.3088,24.8443,1000,6,1,1674373445,1674373453,0,2023-01-22 07:44:05,2023-01-22 07:44:13
LTE,410,3,10602,36816642,-1,67.3174,24.8444,1000,16,1,1674373465,1674373493,0,2023-01-22 07:44:25,2023-01-22 07:44:53
LTE,410,1,32421,36099340,-1,67.3203,24.8444,1000,16,1,1674373475,1674373503,0,2023-01-22 07:44:35,2023-01-22 07:45:03
LTE,410,3,10602,36401153,-1,67.3246,24.8445,1000,11,1,1674373495,1674373513,0,2023-01-22 07:44:55,2023-01-22 07:45:13
LTE,410,1,32421,36099360,-1,67.3274,24.8445,1000,11,1,1674373505,1674373523,0,2023-01-22 07:45:05,2023-01-22 07:45:23
LTE,410,3,10602,36763905,-1,67.3346,24.8446,1000,26,1,1674373515,1674373564,0,2023-01-22 07:45:15,2023-01-22 07:46:04
LTE,410,1,32421,36901398,-1,67.3332,24.8446,1000,11,1,1674373525,1674373544,0,2023-01-22 07:45:25,2023-01-22 07:45:44
LTE,410,1,32421,37260552,-1,67.339,24.8446,1000,11,1,1674373545,1674373564,0,2023-01-22 07:45:45,2023-01-22 07:46:04
LTE,410,1,32421,37260546,-1,67.3445,24.8447,1000,11,1,1674373565,1674373584,0,2023-01-22 07:46:05,2023-01-22 07:46:24
LTE,410,3,10602,36785922,-1,67.3458,24.8447,1000,16,1,1674373565,1674373594,0,2023-01-22 07:46:05,2023-01-22 07:46:34
LTE,410,1,32421,37260551,-1,67.3486,24.8447,1000,6,1,1674373585,1674373594,0,2023-01-22 07:46:25,2023-01-22 07:46:34
LTE,410,1,32421,37260565,-1,67.3513,24.8447,1000,6,1,1674373595,1674373604,0,2023-01-22 07:46:35,2023-01-22 07:46:44
LTE,410,3,10602,36821251,-1,67.3566,24.8448,1000,26,1,1674373595,1674373644,0,2023-01-22 07:46:35,2023-01-22 07:47:24
LTE,410,1,32421,36562199,-1,67.3647,24.8448,1220,28,1,1674373605,1674373683,0,2023-01-22 07:46:45,2023-01-22 07:48:03
LTE,410,1,32421,36901397,-1,67.3566,24.8448,1000,6,1,1674373615,1674373624,0,2023-01-22 07:46:55,2023-01-22 07:47:04
LTE,410,1,32421,38280200,-1,67.3593,24.8448,1000,6,1,1674373625,1674373634,0,2023-01-22 07:47:05,2023-01-22 07:47:14
LTE,410,3,10602,36821250,-1,67.3757,24.8449,1222,36,1,1674373655,1674373734,0,2023-01-22 07:47:35,2023-01-22 07:48:54
LTE,410,3,10602,37067522,-1,67.4428,24.8318,5742,12,1,1674373735,1674374257,0,2023-01-22 07:48:55,2023-01-22 07:57:37
LTE,410,3,10602,36532737,-1,67.3935,24.845,1000,11,1,1674373745,1674373764,0,2023-01-22 07:49:05,2023-01-22 07:49:24
LTE,410,3,10602,36767746,-1,67.4091,24.8451,1257,36,1,1674373775,1674373843,0,2023-01-22 07:49:35,2023-01-22 07:50:43
LTE,410,1,32421,36562198,-1,67.4092,24.8452,1000,6,1,1674373805,1674373813,0,2023-01-22 07:50:05,2023-01-22 07:50:13
LTE,410,1,32421,37906732,-1,67.4209,24.8452,1000,16,1,1674373835,1674373863,0,2023-01-22 07:50:35,2023-01-22 07:51:03
LTE,410,3,10602,36768259,-1,67.4253,24.8453,1000,21,1,1674373845,1674373883,0,2023-01-22 07:50:45,2023-01-22 07:51:23
LTE,410,1,32421,37906731,-1,67.4268,24.8453,1000,6,1,1674373865,1674373873,0,2023-01-22 07:51:05,2023-01-22 07:51:13
LTE,410,1,32421,37122572,-1,67.4296,24.8453,1000,6,1,1674373875,1674373883,0,2023-01-22 07:51:15,2023-01-22 07:51:23
LTE,410,3,10602,36768258,-1,67.434,24.8453,1000,11,1,1674373885,1674373903,0,2023-01-22 07:51:25,2023-01-22 07:51:43
LTE,410,3,10602,36903169,-1,67.4609,24.8437,2769,69,1,1674373905,1674374166,0,2023-01-22 07:51:45,2023-01-22 07:56:06
LTE,410,1,32421,37122581,-1,67.4804,24.8295,4317,69,1,1674373925,1674374337,0,2023-01-22 07:52:05,2023-01-22 07:58:57
LTE,410,1,32421,36201495,-1,67.4789,24.8411,1000,15,1,1674374085,1674374135,0,2023-01-22 07:54:45,2023-01-22 07:55:35
LTE,410,3,10602,36328705,-1,67.4785,24.8414,1000,8,1,1674374095,1674374126,0,2023-01-22 07:54:55,2023-01-22 07:55:26
UMTS,410,3,31060,1077729,264,67.5052,24.8112,4381,50,1,1674374102,1674374357,0,2023-01-22 07:55:02,2023-01-22 07:59:17
LTE,410,1,32421,36201494,-1,67.4829,24.8387,1000,4,1,1674374138,1674374145,0,2023-01-22 07:55:38,2023-01-22 07:55:45
LTE,410,3,10602,36903170,-1,67.4918,24.828,1000,25,1,1674374167,1674374237,0,2023-01-22 07:56:07,2023-01-22 07:57:17
LTE,410,3,10602,36703490,-1,67.493,24.8255,1000,11,1,1674374187,1674374247,0,2023-01-22 07:56:27,2023-01-22 07:57:27
UMTS,410,3,31060,1076949,182,67.4994,24.8149,1000,11,1,1674374257,1674374287,0,2023-01-22 07:57:37,2023-01-22 07:58:07
LTE,410,1,31281,37344269,-1,67.5044,24.8106,1000,11,1,1674374287,1674374307,0,2023-01-22 07:58:07,2023-01-22 07:58:27
LTE,410,1,32421,61532679,-1,67.5075,24.8083,1000,6,1,1674374307,1674374317,0,2023-01-22 07:58:27,2023-01-22 07:58:37
LTE,410,1,31281,36023821,-1,67.5142,24.8037,1000,6,1,1674374337,1674374347,0,2023-01-22 07:58:57,2023-01-22 07:59:07
LTE,410,1,31281,37344257,-1,67.5256,24.7994,1000,21,1,1674374367,1674374406,0,2023-01-22 07:59:27,2023-01-22 08:00:06
UMTS,410,3,31060,1066314,511,67.5511,24.7926,3481,101,1,1674374367,1674374597,0,2023-01-22 07:59:27,2023-01-22 08:03:17
LTE,410,1,31281,36023809,-1,67.5508,24.7922,2257,61,1,1674374407,1674374557,0,2023-01-22 08:00:07,2023-01-22 08:02:37
LTE,410,1,31281,36023819,-1,67.5737,24.7869,1000,6,1,1674374557,1674374567,0,2023-01-22 08:02:37,2023-01-22 08:02:47
LTE,410,1,31281,37671694,-1,67.5814,24.7874,1000,6,1,1674374587,1674374597,0,2023-01-22 08:03:07,2023-01-22 08:03:17
LTE,410,1,50257,36067339,-1,67.594,24.7922,1000,6,1,1674374637,1674374647,0,2023-01-22 08:03:57,2023-01-22 08:04:07
LTE,410,1,50257,61957889,-1,67.6263,24.8081,1000,6,1,1674374767,1674374777,0,2023-01-22 08:06:07,2023-01-22 08:06:17
LTE,410,1,50257,61957899,-1,67.6304,24.809,1000,11,1,1674374778,1674374797,0,2023-01-22 08:06:18,2023-01-22 08:06:37
GSM,410,1,10257,41208,-1,67.6738,24.8319,2212,61,1,1674374907,1674375057,0,2023-01-22 08:08:27,2023-01-22 08:10:57
LTE,410,3,19915,61780225,-1,67.7532,24.8511,5788,157,1,1674375067,1674375437,0,2023-01-22 08:11:07,2023-01-22 08:17:17
LTE,410,3,19915,61736193,-1,67.7198,24.8436,1000,7,1,1674375137,1674375147,0,2023-01-22 08:12:17,2023-01-22 08:12:27
LTE,410,1,50220,37663755,-1,67.7772,24.8575,1000,11,1,1674375337,1674375356,0,2023-01-22 08:15:37,2023-01-22 08:15:56
LTE,410,1,50220,37663756,-1,67.7874,24.8602,1000,26,1,1674375358,1674375407,0,2023-01-22 08:15:58,2023-01-22 08:16:47
GSM,410,3,59915,11796,-1,67.8459,24.8835,1000,3,1,1674375633,1674375657,0,2023-01-22 08:20:33,2023-01-22 08:20:57
LTE,410,1,50220,36091403,-1,67.8461,24.8837,1000,2,1,1674375648,1674375657,0,2023-01-22 08:20:48,2023-01-22 08:20:57
GSM,410,3,59915,21329,-1,67.8461,24.8837,1000,2,1,1674375648,1674375657,0,2023-01-22 08:20:48,2023-01-22 08:20:57
LTE,410,1,32481,36014861,-1,68.3579,25.3753,1000,2,1,1674379808,1674379817,0,2023-01-22 09:30:08,2023-01-22 09:30:17
LTE,410,3,10083,36602882,-1,68.3579,25.3753,1000,2,1,1674379808,1674379817,0,2023-01-22 09:30:08,2023-01-22 09:30:17
LTE,410,1,32481,61790211,-1,68.3601,25.3757,1000,8,1,1674379818,1674379874,0,2023-01-22 09:30:18,2023-01-22 09:31:14
LTE,410,3,10083,36607489,-1,68.3596,25.3755,1000,6,1,1674379818,1674379866,0,2023-01-22 09:30:18,2023-01-22 09:31:06
LTE,410,3,10083,36612611,-1,68.3641,25.3772,1000,14,1,1674379868,1674379955,0,2023-01-22 09:31:08,2023-01-22 09:32:35
LTE,410,1,32481,61790209,-1,68.3632,25.3768,1000,6,1,1674379878,1674379916,0,2023-01-22 09:31:18,2023-01-22 09:31:56
LTE,410,1,32481,35865622,-1,68.3637,25.377,1000,2,1,1674379898,1674379904,0,2023-01-22 09:31:38,2023-01-22 09:31:44
LTE,410,1,32481,63720451,-1,68.3663,25.3781,1000,5,1,1674379928,1674379955,0,2023-01-22 09:32:08,2023-01-22 09:32:35
LTE,410,1,32481,63720472,-1,68.3673,25.3785,1000,1,1,1674379958,1674379958,0,2023-01-22 09:32:38,2023-01-22 09:32:38
LTE,410,3,10083,36612610,-1,68.3689,25.3791,1000,9,1,1674379958,1674380031,0,2023-01-22 09:32:38,2023-01-22 09:33:51
LTE,410,1,32481,63720450,-1,68.3688,25.3791,1000,6,1,1674379968,1674380038,0,2023-01-22 09:32:48,2023-01-22 09:33:58
LTE,410,3,10083,36610306,-1,68.3724,25.3806,1000,7,1,1674380038,1674380151,0,2023-01-22 09:33:58,2023-01-22 09:35:51
LTE,410,1,32481,36017923,-1,68.3727,25.3807,1000,6,1,1674380048,1674380151,0,2023-01-22 09:34:08,2023-01-22 09:35:51
LTE,410,1,34601,47755277,-1,68.4349,27.1241,1000,4,1,1674395509,1674395518,0,2023-01-22 13:51:49,2023-01-22 13:51:58
LTE,410,3,10091,36305154,-1,68.4378,27.1296,1000,15,1,1674395509,1674395578,0,2023-01-22 13:51:49,2023-01-22 13:52:58
LTE,410,1,36561,47863811,-1,68.4369,27.1278,1000,8,1,1674395519,1674395557,0,2023-01-22 13:51:59,2023-01-22 13:52:37
LTE,410,3,10091,36305922,-1,68.4365,27.1271,1000,11,1,1674395519,1674395548,0,2023-01-22 13:51:59,2023-01-22 13:52:28
LTE,410,1,34601,37515009,-1,68.4364,27.1269,1000,4,1,1674395529,1674395536,0,2023-01-22 13:52:09,2023-01-22 13:52:16
LTE,410,1,36561,37486593,-1,68.4453,27.1438,1995,39,1,1674395539,1674395807,0,2023-01-22 13:52:19,2023-01-22 13:56:47
LTE,410,1,50805,35933697,-1,68.4422,27.1379,1565,13,1,1674395559,1674395747,0,2023-01-22 13:52:39,2023-01-22 13:55:47
UMTS,410,3,31009,868940,89,68.4415,27.1366,1000,14,1,1674395579,1674395627,0,2023-01-22 13:52:59,2023-01-22 13:53:47
UMTS,410,3,31009,878940,90,68.4415,27.1366,1000,14,1,1674395579,1674395627,0,2023-01-22 13:52:59,2023-01-22 13:53:47
UMTS,410,3,31009,888817,102,68.4449,27.1431,1000,29,1,1674395589,1674395747,0,2023-01-22 13:53:09,2023-01-22 13:55:47
UMTS,410,3,31009,868654,221,68.4604,27.1726,4604,108,1,1674395589,1674396056,0,2023-01-22 13:53:09,2023-01-22 14:00:56
UMTS,410,3,31009,878785,109,68.4473,27.1477,1609,49,1,1674395589,1674395817,0,2023-01-22 13:53:09,2023-01-22 13:56:57
UMTS,410,3,31009,878788,106,68.4439,27.1412,1000,6,1,1674395599,1674395705,0,2023-01-22 13:53:19,2023-01-22 13:55:05
LTE,410,1,34601,46287619,-1,68.4428,27.139,1000,3,1,1674395619,1674395627,0,2023-01-22 13:53:39,2023-01-22 13:53:47
LTE,410,1,34601,46287620,-1,68.4437,27.1408,1000,2,1,1674395639,1674395645,0,2023-01-22 13:53:59,2023-01-22 13:54:05
LTE,410,1,34601,47755278,-1,68.4441,27.1416,1000,3,1,1674395649,1674395658,0,2023-01-22 13:54:09,2023-01-22 13:54:18
LTE,410,1,36561,37486603,-1,68.4484,27.1497,1000,11,1,1674395669,1674395798,0,2023-01-22 13:54:29,2023-01-22 13:56:38
LTE,410,1,36561,60457258,-1,68.4565,27.1652,1334,20,1,1674395779,1674395887,0,2023-01-22 13:56:19,2023-01-22 13:58:07
LTE,410,1,36561,47863809,-1,68.4565,27.1651,1000,4,1,1674395839,1674395847,0,2023-01-22 13:57:19,2023-01-22 13:57:27
LTE,410,1,36561,37417238,-1,68.4633,27.1779,1279,23,1,1674395859,1674395957,0,2023-01-22 13:57:39,2023-01-22 13:59:17
LTE,410,1,36561,37417228,-1,68.4611,27.1739,1000,4,1,1674395889,1674395896,0,2023-01-22 13:58:09,2023-01-22 13:58:16
LTE,410,1,36561,60457257,-1,68.4699,27.1906,1000,11,1,1674395969,1674395996,0,2023-01-22 13:59:29,2023-01-22 13:59:56
LTE,410,1,36561,37414402,-1,68.473,27.1964,1000,11,1,1674395999,1674396026,0,2023-01-22 13:59:59,2023-01-22 14:00:26
LTE,410,1,36561,47654659,-1,68.4754,27.201,1000,7,1,1674396029,1674396045,0,2023-01-22 14:00:29,2023-01-22 14:00:45
LTE,410,1,36561,47654657,-1,68.4769,27.2038,1000,5,1,1674396049,1674396056,0,2023-01-22 14:00:49,2023-01-22 14:00:56
LTE,410,1,50896,37545484,-1,68.5344,27.317,1000,6,1,1674396626,1674396634,0,2023-01-22 14:10:26,2023-01-22 14:10:34
LTE,410,3,11114,61868546,-1,68.5391,27.3272,1816,50,1,1674396626,1674396746,0,2023-01-22 14:10:26,2023-01-22 14:12:26
LTE,410,1,36741,36874508,-1,68.5355,27.3193,1000,6,1,1674396636,1674396644,0,2023-01-22 14:10:36,2023-01-22 14:10:44
LTE,410,1,50810,37607432,-1,68.5366,27.3216,1000,6,1,1674396646,1674396654,0,2023-01-22 14:10:46,2023-01-22 14:10:54
LTE,410,1,36741,36874498,-1,68.5406,27.3306,1000,29,1,1674396656,1674396726,0,2023-01-22 14:10:56,2023-01-22 14:12:06
LTE,410,1,36741,37485058,-1,68.5387,27.3263,1000,6,1,1674396666,1674396674,0,2023-01-22 14:11:06,2023-01-22 14:11:14
UMTS,410,1,3674,26600551,63,68.5552,27.3592,2514,59,1,1674396736,1674396953,0,2023-01-22 14:12:16,2023-01-22 14:15:53
LTE,410,3,11114,61868545,-1,68.5533,27.3573,1807,46,1,1674396756,1674396915,0,2023-01-22 14:12:36,2023-01-22 14:15:15
UMTS,410,1,3674,26603142,493,68.5529,27.3574,1000,4,1,1674396836,1674396843,0,2023-01-22 14:13:56,2023-01-22 14:14:03
UMTS,410,1,3674,26600562,151,68.5543,27.3603,1000,8,1,1674396846,1674396873,0,2023-01-22 14:14:06,2023-01-22 14:14:33
UMTS,410,1,3674,26603141,488,68.5609,27.368,1000,26,1,1674396876,1674396953,0,2023-01-22 14:14:36,2023-01-22 14:15:53
UMTS,410,1,3674,26600561,145,68.5618,27.3688,1000,22,1,1674396886,1674396953,0,2023-01-22 14:14:46,2023-01-22 14:15:53
LTE,410,3,10093,36212993,-1,68.5661,27.3715,1000,15,1,1674396926,1674396965,0,2023-01-22 14:15:26,2023-01-22 14:16:05
LTE,410,1,36741,37523211,-1,68.569,27.3732,1000,5,1,1674396956,1674396965,0,2023-01-22 14:15:56,2023-01-22 14:16:05
LTE,410,1,50896,37545483,-1,68.5729,27.3756,1000,11,1,1674396966,1674396995,0,2023-01-22 14:16:06,2023-01-22 14:16:35
UMTS,410,3,31009,863425,401,68.5769,27.378,1007,12,1,1674396966,1674397045,0,2023-01-22 14:16:06,2023-01-22 14:17:25
LTE,410,1,50806,37436163,-1,68.5791,27.3793,1000,8,1,1674397006,1674397024,0,2023-01-22 14:16:46,2023-01-22 14:17:04
LTE,410,1,50806,37446402,-1,68.5917,27.387,1037,23,1,1674397036,1674397114,0,2023-01-22 14:17:16,2023-01-22 14:18:34
UMTS,410,3,31009,863944,192,68.5842,27.3824,1000,5,1,1674397036,1674397045,0,2023-01-22 14:17:16,2023-01-22 14:17:25
LTE,410,1,40961,37901827,-1,68.5862,27.3837,1000,4,1,1674397046,1674397054,0,2023-01-22 14:17:26,2023-01-22 14:17:34
LTE,410,1,50806,35934732,-1,68.5959,27.3897,1067,11,1,1674397056,1674397133,0,2023-01-22 14:17:36,2023-01-22 14:18:53
GSM,410,3,51114,39745,-1,68.5988,27.3914,1000,13,1,1674397096,1674397133,0,2023-01-22 14:18:16,2023-01-22 14:18:53
GSM,410,3,51127,23396,-1,68.5971,27.3902,1000,7,1,1674397096,1674397114,0,2023-01-22 14:18:16,2023-01-22 14:18:34
LTE,410,1,50806,35934722,-1,68.6118,27.4013,1486,32,1,1674397136,1674397254,0,2023-01-22 14:18:56,2023-01-22 14:20:54
GSM,410,3,51114,31277,-1,68.6332,27.4179,4540,88,1,1674397136,1674397543,0,2023-01-22 14:18:56,2023-01-22 14:25:43
GSM,410,3,51114,19700,-1,68.6201,27.4077,1000,7,1,1674397226,1674397245,0,2023-01-22 14:20:26,2023-01-22 14:20:45
LTE,410,1,40961,37901826,-1,68.6336,27.4183,1840,40,1,1674397236,1674397404,0,2023-01-22 14:20:36,2023-01-22 14:23:24
LTE,410,1,36741,47649027,-1,68.6328,27.4176,1000,14,1,1674397276,1674397353,0,2023-01-22 14:21:16,2023-01-22 14:22:33
LTE,410,1,40961,47793410,-1,68.649,27.4301,1000,5,1,1674397416,1674397425,0,2023-01-22 14:23:36,2023-01-22 14:23:45
LTE,410,1,40961,37901825,-1,68.6514,27.432,1000,7,1,1674397426,1674397443,0,2023-01-22 14:23:46,2023-01-22 14:24:03
UMTS,410,1,4096,26543342,221,68.6889,27.463,4881,141,1,1674397446,1674397884,0,2023-01-22 14:24:06,2023-01-22 14:31:24
UMTS,410,1,4096,26543333,455,68.6647,27.4423,1000,8,1,1674397516,1674397534,0,2023-01-22 14:25:16,2023-01-22 14:25:34
UMTS,410,1,3674,26543333,455,68.6945,27.4676,4401,120,1,1674397516,1674397884,0,2023-01-22 14:25:16,2023-01-22 14:31:24
UMTS,410,1,4096,26604752,10,68.6671,27.4442,1000,4,1,1674397536,1674397543,0,2023-01-22 14:25:36,2023-01-22 14:25:43
UMTS,410,1,4096,26543331,162,68.6694,27.446,1000,8,1,1674397546,1674397564,0,2023-01-22 14:25:46,2023-01-22 14:26:04
UMTS,410,1,4096,26604743,365,68.6884,27.4641,4747,12,1,1674397566,1674397884,0,2023-01-22 14:26:06,2023-01-22 14:31:24
UMTS,410,1,4096,26543352,410,68.6984,27.4704,3295,90,1,1674397586,1674397863,0,2023-01-22 14:26:26,2023-01-22 14:31:03
UMTS,410,1,3748,26543352,410,68.7028,27.4757,4017,112,1,1674397586,1674397924,0,2023-01-22 14:26:26,2023-01-22 14:32:04
UMTS,410,1,4096,26543351,438,68.7175,27.4923,1000,9,1,1674397846,1674397875,0,2023-01-22 14:30:46,2023-01-22 14:31:15
LTE,410,3,10093,36311299,-1,68.7304,27.5095,1981,33,1,1674397876,1674398276,0,2023-01-22 14:31:16,2023-01-22 14:37:56
UMTS,410,1,3748,26543351,438,68.7264,27.5043,1352,35,1,1674397886,1674398016,0,2023-01-22 14:31:26,2023-01-22 14:33:36
LTE,410,3,10093,36244995,-1,68.7231,27.4998,1000,11,1,1674397896,1674397924,0,2023-01-22 14:31:36,2023-01-22 14:32:04
UMTS,410,1,3748,26576463,175,68.7316,27.5112,1243,31,1,1674397936,1674398081,0,2023-01-22 14:32:16,2023-01-22 14:34:41
LTE,410,3,10093,36244739,-1,68.7304,27.5096,1000,10,1,1674397966,1674398006,0,2023-01-22 14:32:46,2023-01-22 14:33:26
LTE,410,3,11114,61833219,-1,68.7335,27.5138,1000,2,1,1674398016,1674398016,0,2023-01-22 14:33:36,2023-01-22 14:33:36
LTE,410,1,37481,60553267,-1,68.7388,27.5208,1000,2,1,1674398096,1674398266,0,2023-01-22 14:34:56,2023-01-22 14:37:46
LTE,410,1,50836,59901484,-1,68.7388,27.5208,1000,1,1,1674398256,1674398256,0,2023-01-22 14:37:36,2023-01-22 14:37:36
LTE,410,1,37481,60266806,-1,68.7392,27.5213,1000,2,1,1674398276,1674398296,0,2023-01-22 14:37:56,2023-01-22 14:38:16
LTE,410,1,37481,60553268,-1,68.7396,27.5218,1000,3,1,1674398286,1674398312,0,2023-01-22 14:38:06,2023-01-22 14:38:32
LTE,410,3,11114,61833218,-1,68.74,27.5225,1000,8,1,1674398286,1674398340,0,2023-01-22 14:38:06,2023-01-22 14:39:00
LTE,410,1,37481,37598215,-1,68.7406,27.5232,1000,4,1,1674398316,1674398340,0,2023-01-22 14:38:36,2023-01-22 14:39:00
LTE,410,1,50836,59901491,-1,68.7414,27.5243,1000,3,1,1674398346,1674398353,0,2023-01-22 14:39:06,2023-01-22 14:39:13
LTE,410,3,10093,36311297,-1,68.7421,27.5253,1000,7,1,1674398346,1674398375,0,2023-01-22 14:39:06,2023-01-22 14:39:35
LTE,410,1,50836,59901492,-1,68.7429,27.5263,1000,3,1,1674398366,1674398375,0,2023-01-22 14:39:26,2023-01-22 14:39:35
LTE,410,1,37481,60495136,-1,68.7435,27.5271,1000,3,1,1674398376,1674398383,0,2023-01-22 14:39:36,2023-01-22 14:39:43
LTE,410,3,11114,61757955,-1,68.7452,27.5293,1000,14,1,1674398376,1674398422,0,2023-01-22 14:39:36,2023-01-22 14:40:22
LTE,410,1,50836,59901494,-1,68.7448,27.5288,1000,6,1,1674398386,1674398405,0,2023-01-22 14:39:46,2023-01-22 14:40:05
LTE,410,1,37481,37597955,-1,68.746,27.5305,1000,3,1,1674398406,1674398413,0,2023-01-22 14:40:06,2023-01-22 14:40:13
LTE,410,1,37481,60645427,-1,68.7468,27.5315,1000,4,1,1674398416,1674398422,0,2023-01-22 14:40:16,2023-01-22 14:40:22
LTE,410,1,37481,61534467,-1,68.7478,27.533,1000,5,1,1674398426,1674398435,0,2023-01-22 14:40:26,2023-01-22 14:40:35
LTE,410,3,11114,61757953,-1,68.7478,27.533,1000,5,1,1674398426,1674398435,0,2023-01-22 14:40:26,2023-01-22 14:40:35
LTE,410,1,37481,60645428,-1,68.7489,27.5344,1000,4,1,1674398436,1674398444,0,2023-01-22 14:40:36,2023-01-22 14:40:44
LTE,410,3,11114,61758467,-1,68.7494,27.535,1000,7,1,1674398436,1674398454,0,2023-01-22 14:40:36,2023-01-22 14:40:54
LTE,410,1,37481,37234697,-1,68.7499,27.5357,1000,4,1,1674398446,1674398454,0,2023-01-22 14:40:46,2023-01-22 14:40:54
LTE,410,1,37481,60645429,-1,68.7509,27.5371,1000,4,1,1674398456,1674398463,0,2023-01-22 14:40:56,2023-01-22 14:41:03
LTE,410,3,11114,61758465,-1,68.7606,27.545,2504,20,1,1674398456,1674398625,0,2023-01-22 14:40:56,2023-01-22 14:43:45
LTE,410,1,37481,61534472,-1,68.7521,27.5386,1000,5,1,1674398466,1674398475,0,2023-01-22 14:41:06,2023-01-22 14:41:15
LTE,410,1,37481,61534471,-1,68.7539,27.5409,1000,7,1,1674398476,1674398494,0,2023-01-22 14:41:16,2023-01-22 14:41:34
LTE,410,1,37481,61534465,-1,68.7573,27.5436,1000,8,1,1674398496,1674398515,0,2023-01-22 14:41:36,2023-01-22 14:41:55
LTE,410,3,10093,36329729,-1,68.7647,27.5486,1442,33,1,1674398496,1674398605,0,2023-01-22 14:41:36,2023-01-22 14:43:25
LTE,410,1,37481,60673322,-1,68.76,27.5455,1000,4,1,1674398516,1674398524,0,2023-01-22 14:41:56,2023-01-22 14:42:04
LTE,410,1,37481,60673321,-1,68.7617,27.5466,1000,4,1,1674398526,1674398533,0,2023-01-22 14:42:06,2023-01-22 14:42:13
LTE,410,1,37481,37636617,-1,68.7677,27.5507,1000,13,1,1674398536,1674398584,0,2023-01-22 14:42:16,2023-01-22 14:43:04
LTE,410,1,37481,60673314,-1,68.7665,27.5498,1000,7,1,1674398546,1674398563,0,2023-01-22 14:42:26,2023-01-22 14:42:43
LTE,410,3,10093,36350209,-1,68.7723,27.5537,1000,7,1,1674398576,1674398593,0,2023-01-22 14:42:56,2023-01-22 14:43:13
LTE,410,1,37481,37325313,-1,68.7732,27.5543,1000,4,1,1674398586,1674398593,0,2023-01-22 14:43:06,2023-01-22 14:43:13
LTE,410,1,37481,37636619,-1,68.7752,27.5557,1000,5,1,1674398596,1674398605,0,2023-01-22 14:43:16,2023-01-22 14:43:25
LTE,410,1,32861,37415436,-1,68.7938,27.5681,2126,27,1,1674398616,1674398734,0,2023-01-22 14:43:36,2023-01-22 14:45:34
LTE,410,1,32861,37415426,-1,68.7863,27.5631,1000,31,1,1674398626,1674398685,0,2023-01-22 14:43:46,2023-01-22 14:44:45
LTE,410,3,11114,63970819,-1,68.7831,27.561,1000,15,1,1674398626,1674398653,0,2023-01-22 14:43:46,2023-01-22 14:44:13
UMTS,410,3,31009,879582,161,68.7893,27.5651,1000,6,1,1674398666,1674398675,0,2023-01-22 14:44:26,2023-01-22 14:44:35
UMTS,410,3,31009,863881,116,68.7955,27.5692,1000,22,1,1674398676,1674398724,0,2023-01-22 14:44:36,2023-01-22 14:45:24
UMTS,410,3,31009,863943,103,68.7955,27.5692,1000,22,1,1674398676,1674398724,0,2023-01-22 14:44:36,2023-01-22 14:45:24
LTE,410,3,11114,63970818,-1,68.8105,27.5793,1374,48,1,1674398726,1674398873,0,2023-01-22 14:45:26,2023-01-22 14:47:53
LTE,410,1,32861,46376707,-1,68.8214,27.5865,2381,19,1,1674398736,1674398983,0,2023-01-22 14:45:36,2023-01-22 14:49:43
LTE,410,1,32861,37415682,-1,68.8103,27.5791,1000,28,1,1674398746,1674398832,0,2023-01-22 14:45:46,2023-01-22 14:47:12
LTE,410,1,32861,46201858,-1,68.8119,27.5802,1000,4,1,1674398786,1674398792,0,2023-01-22 14:46:26,2023-01-22 14:46:32
LTE,410,3,11114,61792003,-1,68.8208,27.5862,1522,7,1,1674398786,1674398983,0,2023-01-22 14:46:26,2023-01-22 14:49:43
LTE,410,1,32861,37391623,-1,68.8189,27.5849,1000,8,1,1674398836,1674398861,0,2023-01-22 14:47:16,2023-01-22 14:47:41
LTE,410,1,50836,37326860,-1,68.8219,27.5869,1000,8,1,1674398866,1674398896,0,2023-01-22 14:47:46,2023-01-22 14:48:16
