Start IP,End IP,Country Code,Country,Region,City,CIDR
113.197.48.0,113.197.48.255,PK,Pakistan,Islamabad,Islamabad,113.197.48.0/24
113.197.49.0,113.197.49.255,PK,Pakistan,Balochistan,Quetta,113.197.49.0/24
113.197.50.0,113.197.50.255,PK,Pakistan,Islamabad,Islamabad,113.197.50.0/24
113.197.51.0,113.197.51.255,PK,Pakistan,Balochistan,Quetta,113.197.51.0/24
113.197.52.0,113.197.55.255,PK,Pakistan,Islamabad,Islamabad,113.197.52.0/22
113.203.192.0,113.203.193.255,PK,Pakistan,Sindh,Karachi,113.203.192.0/23
113.203.194.0,113.203.194.255,PK,Pakistan,Punjab,Montgomery,113.203.194.0/24
113.203.195.0,113.203.195.255,PK,Pakistan,Punjab,Multan,113.203.195.0/24
113.203.196.0,113.203.197.255,PK,Pakistan,Sindh,Moro,113.203.196.0/23
113.203.198.0,113.203.199.255,PK,Pakistan,Punjab,Lahore,113.203.198.0/23
113.203.200.0,113.203.205.255,PK,Pakistan,Sindh,Karachi,113.203.200.0/22
113.203.206.0,113.203.206.255,PK,Pakistan,Punjab,Rawalpindi,113.203.206.0/24
113.203.207.0,113.203.207.255,PK,Pakistan,Sindh,Karachi,113.203.207.0/24
113.203.209.0,113.203.209.255,PK,Pakistan,Islamabad,Islamabad,113.203.209.0/24
113.203.211.0,113.203.211.255,PK,Pakistan,Islamabad,Islamabad,113.203.211.0/24
113.203.214.0,113.203.215.255,PK,Pakistan,Islamabad,Islamabad,113.203.214.0/23
113.203.219.0,113.203.219.255,PK,Pakistan,Islamabad,Islamabad,113.203.219.0/24
113.203.221.0,113.203.221.255,PK,Pakistan,Sindh,Karachi,113.203.221.0/24
113.203.222.0,113.203.222.255,PK,Pakistan,Islamabad,Islamabad,113.203.222.0/24
113.203.227.0,113.203.227.255,PK,Pakistan,Islamabad,Islamabad,113.203.227.0/24
113.203.232.0,113.203.232.255,PK,Pakistan,Islamabad,Islamabad,113.203.232.0/24
113.203.234.0,113.203.241.255,PK,Pakistan,Islamabad,Islamabad,113.203.234.0/23
113.203.243.0,113.203.243.255,PK,Pakistan,Islamabad,Islamabad,113.203.243.0/24
113.203.246.0,113.203.246.255,PK,Pakistan,Punjab,Ahmadpur East,113.203.246.0/24
115.42.64.0,115.42.64.255,PK,Pakistan,Balochistan,Gadani,115.42.64.0/24
115.42.65.0,115.42.66.255,PK,Pakistan,Sindh,Karachi,115.42.65.0/24
115.42.67.0,115.42.67.255,PK,Pakistan,Punjab,Multan,115.42.67.0/24
115.42.68.0,115.42.69.255,PK,Pakistan,Sindh,Karachi,115.42.68.0/23
115.42.70.0,115.42.70.255,PK,Pakistan,Punjab,Bahawalpur,115.42.70.0/24
115.42.71.0,115.42.71.255,PK,Pakistan,Sindh,Karachi,115.42.71.0/24
115.42.72.0,115.42.72.255,PK,Pakistan,Islamabad,Islamabad,115.42.72.0/24
115.42.73.0,115.42.73.255,PK,Pakistan,Sindh,Chak,115.42.73.0/24
115.42.74.0,115.42.74.255,PK,Pakistan,Sindh,Thatta,115.42.74.0/24
115.42.75.0,115.42.75.255,PK,Pakistan,Sindh,Chak,115.42.75.0/24
115.42.76.0,115.42.76.255,PK,Pakistan,Punjab,Lahore,115.42.76.0/24
115.42.77.0,115.42.77.255,PK,Pakistan,Sindh,Chak,115.42.77.0/24
115.42.78.0,115.42.78.255,PK,Pakistan,Punjab,Kot Addu,115.42.78.0/24
115.42.79.0,115.42.79.255,PK,Pakistan,Sindh,Chak,115.42.79.0/24
115.167.50.0,115.167.50.255,PK,Pakistan,Sindh,Karachi,115.167.50.0/24
115.167.64.0,115.167.72.255,PK,Pakistan,Islamabad,Islamabad,115.167.64.0/21
115.167.74.0,115.167.75.255,PK,Pakistan,Islamabad,Islamabad,115.167.74.0/23
115.167.76.0,115.167.76.255,PK,Pakistan,Sindh,Karachi,115.167.76.0/24
115.167.124.0,115.167.125.255,PK,Pakistan,Islamabad,Islamabad,115.167.124.0/23
115.186.0.0,115.186.9.255,PK,Pakistan,Sindh,Karachi,115.186.0.0/21
115.186.10.0,115.186.12.255,PK,Pakistan,Punjab,Lahore,115.186.10.0/23
115.186.13.0,115.186.22.255,PK,Pakistan,Sindh,Karachi,115.186.13.0/24
115.186.23.0,115.186.23.255,PK,Pakistan,Islamabad,Islamabad,115.186.23.0/24
115.186.24.0,115.186.24.255,PK,Pakistan,Sindh,Karachi,115.186.24.0/24
115.186.25.0,115.186.25.255,PK,Pakistan,Islamabad,Islamabad,115.186.25.0/24
115.186.26.0,115.186.31.255,PK,Pakistan,Sindh,Karachi,115.186.26.0/23
115.186.32.0,115.186.43.255,PK,Pakistan,Punjab,Lahore,115.186.32.0/21
115.186.44.0,115.186.44.255,PK,Pakistan,Punjab,Darya Khan,115.186.44.0/24
115.186.45.0,115.186.45.255,PK,Pakistan,Punjab,Vihari,115.186.45.0/24
115.186.46.0,115.186.46.255,PK,Pakistan,Punjab,Phalia,115.186.46.0/24
115.186.47.0,115.186.47.255,PK,Pakistan,Punjab,Gujranwala,115.186.47.0/24
115.186.48.0,115.186.51.255,PK,Pakistan,Sindh,Karachi,115.186.48.0/22
115.186.52.0,115.186.52.255,PK,Pakistan,Punjab,Lahore,115.186.52.0/24
115.186.53.0,115.186.53.255,PK,Pakistan,Sindh,Karachi,115.186.53.0/24
115.186.54.0,115.186.54.255,PK,Pakistan,Balochistan,Gadani,115.186.54.0/24
115.186.55.0,115.186.55.255,PK,Pakistan,Sindh,Sukkur,115.186.55.0/24
115.186.56.0,115.186.57.255,PK,Pakistan,Islamabad,Islamabad,115.186.56.0/23
115.186.58.0,115.186.59.255,PK,Pakistan,Punjab,Lahore,115.186.58.0/23
115.186.60.0,115.186.60.255,PK,Pakistan,Punjab,Rawalpindi,115.186.60.0/24
115.186.61.0,115.186.63.255,PK,Pakistan,Punjab,Lahore,115.186.61.0/24
115.186.64.0,115.186.66.255,PK,Pakistan,Sindh,Karachi,115.186.64.0/23
115.186.67.0,115.186.68.255,PK,Pakistan,Punjab,Lahore,115.186.67.0/24
115.186.69.0,115.186.69.255,PK,Pakistan,Sindh,Karachi,115.186.69.0/24
115.186.70.0,115.186.71.255,PK,Pakistan,Punjab,Lahore,115.186.70.0/23
115.186.72.0,115.186.75.255,PK,Pakistan,Sindh,Karachi,115.186.72.0/22
115.186.76.0,115.186.76.255,PK,Pakistan,Sindh,Umarkot,115.186.76.0/24
115.186.77.0,115.186.77.255,PK,Pakistan,Sindh,Nawabshah,115.186.77.0/24
115.186.78.0,115.186.78.255,PK,Pakistan,Sindh,Hyderabad,115.186.78.0/24
115.186.79.0,115.186.85.255,PK,Pakistan,Sindh,Karachi,115.186.79.0/24
115.186.86.0,115.186.86.255,PK,Pakistan,Sindh,Hyderabad,115.186.86.0/24
115.186.87.0,115.186.88.255,PK,Pakistan,Sindh,Karachi,115.186.87.0/24
115.186.89.0,115.186.89.255,PK,Pakistan,Punjab,Lahore,115.186.89.0/24
115.186.90.0,115.186.90.255,PK,Pakistan,Punjab,Rawalpindi,115.186.90.0/24
115.186.91.0,115.186.93.255,PK,Pakistan,Punjab,Lahore,115.186.91.0/24
115.186.94.0,115.186.94.255,PK,Pakistan,Sindh,Karachi,115.186.94.0/24
115.186.95.0,115.186.95.255,PK,Pakistan,Punjab,Lahore,115.186.95.0/24
115.186.96.0,115.186.97.255,PK,Pakistan,Sindh,Karachi,115.186.96.0/23
115.186.98.0,115.186.100.255,PK,Pakistan,Punjab,Lahore,115.186.98.0/23
115.186.101.0,115.186.101.255,PK,Pakistan,Islamabad,Islamabad,115.186.101.0/24
115.186.102.0,115.186.105.255,PK,Pakistan,Punjab,Lahore,115.186.102.0/23
115.186.106.0,115.186.106.255,PK,Pakistan,Punjab,Rawalpindi,115.186.106.0/24
115.186.107.0,115.186.107.255,PK,Pakistan,Islamabad,Islamabad,115.186.107.0/24
115.186.108.0,115.186.111.255,PK,Pakistan,Punjab,Rawalpindi,115.186.108.0/22
115.186.112.0,115.186.114.255,PK,Pakistan,Punjab,Lahore,115.186.112.0/23
115.186.115.0,115.186.115.255,PK,Pakistan,Islamabad,Islamabad,115.186.115.0/24
115.186.116.0,115.186.116.255,PK,Pakistan,Punjab,Lahore,115.186.116.0/24
115.186.117.0,115.186.120.255,PK,Pakistan,Islamabad,Islamabad,115.186.117.0/24
115.186.121.0,115.186.121.255,PK,Pakistan,Punjab,Rawalpindi,115.186.121.0/24
115.186.122.0,115.186.122.255,PK,Pakistan,Islamabad,Islamabad,115.186.122.0/24
115.186.123.0,115.186.123.255,PK,Pakistan,Punjab,Lahore,115.186.123.0/24
115.186.124.0,115.186.124.255,PK,Pakistan,Sindh,Mirpur Khas,115.186.124.0/24
115.186.125.0,115.186.125.255,PK,Pakistan,Sindh,Karachi,115.186.125.0/24
115.186.126.0,115.186.126.255,PK,Pakistan,Islamabad,Islamabad,115.186.126.0/24
115.186.127.0,115.186.127.255,PK,Pakistan,Punjab,Lahore,115.186.127.0/24
115.186.128.0,115.186.130.255,PK,Pakistan,Islamabad,Islamabad,115.186.128.0/23
115.186.131.0,115.186.131.255,PK,Pakistan,Punjab,Rawalpindi,115.186.131.0/24
115.186.132.0,115.186.134.255,PK,Pakistan,Islamabad,Islamabad,115.186.132.0/23
115.186.135.0,115.186.135.255,PK,Pakistan,Punjab,Rawalpindi,115.186.135.0/24
115.186.136.0,115.186.139.255,PK,Pakistan,Islamabad,Islamabad,115.186.136.0/22
115.186.140.0,115.186.140.255,PK,Pakistan,Punjab,Faisalabad,115.186.140.0/24
115.186.141.0,115.186.141.255,PK,Pakistan,Islamabad,Islamabad,115.186.141.0/24
115.186.142.0,115.186.142.255,PK,Pakistan,Punjab,Faisalabad,115.186.142.0/24
115.186.143.0,115.186.143.255,PK,Pakistan,Islamabad,Islamabad,115.186.143.0/24
115.186.144.0,115.186.144.255,PK,Pakistan,Punjab,Faisalabad,115.186.144.0/24
115.186.145.0,115.186.147.255,PK,Pakistan,Islamabad,Islamabad,115.186.145.0/24
115.186.148.0,115.186.148.255,PK,Pakistan,Punjab,Rawalpindi,115.186.148.0/24
115.186.149.0,115.186.149.255,PK,Pakistan,Sindh,Sukkur,115.186.149.0/24
115.186.150.0,115.186.152.255,PK,Pakistan,Islamabad,Islamabad,115.186.150.0/23
115.186.153.0,115.186.153.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,115.186.153.0/24
115.186.154.0,115.186.160.255,PK,Pakistan,Islamabad,Islamabad,115.186.154.0/23
115.186.161.0,115.186.161.255,PK,Pakistan,Punjab,Faisalabad,115.186.161.0/24
115.186.162.0,115.186.162.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,115.186.162.0/24
115.186.163.0,115.186.163.255,PK,Pakistan,Punjab,Rawalpindi,115.186.163.0/24
115.186.164.0,115.186.164.255,PK,Pakistan,Islamabad,Islamabad,115.186.164.0/24
115.186.165.0,115.186.165.255,PK,Pakistan,Punjab,Rawalpindi,115.186.165.0/24
115.186.166.0,115.186.166.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,115.186.166.0/24
115.186.167.0,115.186.167.255,PK,Pakistan,Islamabad,Islamabad,115.186.167.0/24
115.186.168.0,115.186.168.255,PK,Pakistan,Punjab,Rawalpindi,115.186.168.0/24
115.186.169.0,115.186.170.255,PK,Pakistan,Islamabad,Islamabad,115.186.169.0/24
115.186.171.0,115.186.171.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,115.186.171.0/24
115.186.172.0,115.186.172.255,PK,Pakistan,Punjab,Rawalpindi,115.186.172.0/24
115.186.173.0,115.186.173.255,PK,Pakistan,Islamabad,Islamabad,115.186.173.0/24
115.186.174.0,115.186.174.255,PK,Pakistan,Punjab,Rawalpindi,115.186.174.0/24
115.186.175.0,115.186.175.255,PK,Pakistan,Islamabad,Islamabad,115.186.175.0/24
115.186.176.0,115.186.176.255,PK,Pakistan,Punjab,Rawalpindi,115.186.176.0/24
115.186.177.0,115.186.179.255,PK,Pakistan,Islamabad,Islamabad,115.186.177.0/24
115.186.180.0,115.186.180.255,PK,Pakistan,Punjab,Rawalpindi,115.186.180.0/24
115.186.181.0,115.186.181.255,PK,Pakistan,Punjab,Faisalabad,115.186.181.0/24
115.186.182.0,115.186.184.255,PK,Pakistan,Islamabad,Islamabad,115.186.182.0/23
115.186.185.0,115.186.185.255,PK,Pakistan,Punjab,Rawalpindi,115.186.185.0/24
115.186.186.0,115.186.186.255,PK,Pakistan,Punjab,Faisalabad,115.186.186.0/24
115.186.187.0,115.186.188.255,PK,Pakistan,Islamabad,Islamabad,115.186.187.0/24
115.186.189.0,115.186.190.255,PK,Pakistan,Punjab,Rawalpindi,115.186.189.0/24
115.186.191.0,115.186.191.255,PK,Pakistan,Islamabad,Islamabad,115.186.191.0/24
116.0.32.0,116.0.44.255,PK,Pakistan,Sindh,Karachi,116.0.32.0/21
116.0.45.0,116.0.45.255,PK,Pakistan,Punjab,Lahore,116.0.45.0/24
116.0.46.0,116.0.51.255,PK,Pakistan,Sindh,Karachi,116.0.46.0/23
116.0.52.0,116.0.53.255,PK,Pakistan,Punjab,Lahore,116.0.52.0/23
116.0.54.0,116.0.63.255,PK,Pakistan,Sindh,Karachi,116.0.54.0/23
116.58.0.0,116.58.127.255,PK,Pakistan,Punjab,Lahore,116.58.0.0/17
116.71.0.0,116.71.1.255,PK,Pakistan,Islamabad,Islamabad,116.71.0.0/23
116.71.2.0,116.71.2.255,PK,Pakistan,Sindh,Shahdadpur,116.71.2.0/24
116.71.3.0,116.71.7.255,PK,Pakistan,Sindh,Karachi,116.71.3.0/24
116.71.8.0,116.71.8.255,PK,Pakistan,Sindh,Gharo,116.71.8.0/24
116.71.9.0,116.71.9.255,PK,Pakistan,Punjab,Daultala,116.71.9.0/24
116.71.10.0,116.71.10.255,PK,Pakistan,Punjab,Bahawalpur,116.71.10.0/24
116.71.11.0,116.71.11.255,PK,Pakistan,Sindh,Naushahro Firoz,116.71.11.0/24
116.71.12.0,116.71.12.255,PK,Pakistan,Punjab,Chakwal,116.71.12.0/24
116.71.13.0,116.71.13.255,PK,Pakistan,Punjab,Pindi Gheb,116.71.13.0/24
116.71.14.0,116.71.14.255,PK,Pakistan,Punjab,Bhalwal,116.71.14.0/24
116.71.15.0,116.71.15.255,PK,Pakistan,Sindh,Karachi,116.71.15.0/24
116.71.16.0,116.71.16.255,PK,Pakistan,Khyber Pakhtunkhwa,Hangu,116.71.16.0/24
116.71.17.0,116.71.19.255,PK,Pakistan,Khyber Pakhtunkhwa,Kohat,116.71.17.0/24
116.71.20.0,116.71.20.255,PK,Pakistan,Khyber Pakhtunkhwa,Hangu,116.71.20.0/24
116.71.21.0,116.71.21.255,PK,Pakistan,Khyber Pakhtunkhwa,Kohat,116.71.21.0/24
116.71.22.0,116.71.22.255,PK,Pakistan,Islamabad,Islamabad,116.71.22.0/24
116.71.23.0,116.71.23.255,PK,Pakistan,Khyber Pakhtunkhwa,Kohat,116.71.23.0/24
116.71.24.0,116.71.24.255,PK,Pakistan,Khyber Pakhtunkhwa,Doaba,116.71.24.0/24
116.71.25.0,116.71.25.255,PK,Pakistan,Islamabad,Islamabad,116.71.25.0/24
116.71.26.0,116.71.28.255,PK,Pakistan,Khyber Pakhtunkhwa,Doaba,116.71.26.0/23
116.71.29.0,116.71.30.255,PK,Pakistan,Khyber Pakhtunkhwa,Kohat,116.71.29.0/24
116.71.31.0,116.71.31.255,PK,Pakistan,Khyber Pakhtunkhwa,Doaba,116.71.31.0/24
116.71.32.0,116.71.32.255,PK,Pakistan,Punjab,Rawalpindi,116.71.32.0/24
116.71.33.0,116.71.33.255,PK,Pakistan,Sindh,Jacobabad,116.71.33.0/24
116.71.34.0,116.71.34.255,PK,Pakistan,Sindh,Ghauspur,116.71.34.0/24
116.71.35.0,116.71.35.255,PK,Pakistan,Balochistan,Kot Malik,116.71.35.0/24
116.71.36.0,116.71.36.255,PK,Pakistan,Punjab,Rawalpindi,116.71.36.0/24
116.71.37.0,116.71.37.255,PK,Pakistan,Balochistan,Kot Malik,116.71.37.0/24
116.71.38.0,116.71.38.255,PK,Pakistan,Sindh,Ghauspur,116.71.38.0/24
116.71.39.0,116.71.39.255,PK,Pakistan,Punjab,Rawalpindi,116.71.39.0/24
116.71.40.0,116.71.41.255,PK,Pakistan,Sindh,Jacobabad,116.71.40.0/23
116.71.42.0,116.71.42.255,PK,Pakistan,Punjab,Rawalpindi,116.71.42.0/24
116.71.43.0,116.71.43.255,PK,Pakistan,Balochistan,Kot Malik,116.71.43.0/24
116.71.44.0,116.71.44.255,PK,Pakistan,Sindh,Jacobabad,116.71.44.0/24
116.71.45.0,116.71.45.255,PK,Pakistan,Punjab,Rawalpindi,116.71.45.0/24
116.71.46.0,116.71.47.255,PK,Pakistan,Sindh,Jacobabad,116.71.46.0/23
116.71.48.0,116.71.48.255,PK,Pakistan,Sindh,Ghauspur,116.71.48.0/24
116.71.49.0,116.71.49.255,PK,Pakistan,Balochistan,Kot Malik,116.71.49.0/24
116.71.50.0,116.71.52.255,PK,Pakistan,Sindh,Jacobabad,116.71.50.0/23
116.71.53.0,116.71.53.255,PK,Pakistan,Balochistan,Kot Malik,116.71.53.0/24
116.71.54.0,116.71.54.255,PK,Pakistan,Sindh,Kandhkot,116.71.54.0/24
116.71.55.0,116.71.55.255,PK,Pakistan,Punjab,Rawalpindi,116.71.55.0/24
116.71.56.0,116.71.56.255,PK,Pakistan,Sindh,Ratodero,116.71.56.0/24
116.71.57.0,116.71.57.255,PK,Pakistan,Punjab,Rawalpindi,116.71.57.0/24
116.71.58.0,116.71.58.255,PK,Pakistan,Sindh,Ratodero,116.71.58.0/24
116.71.59.0,116.71.61.255,PK,Pakistan,Sindh,Jacobabad,116.71.59.0/24
116.71.62.0,116.71.62.255,PK,Pakistan,Sindh,Kandhkot,116.71.62.0/24
116.71.63.0,116.71.63.255,PK,Pakistan,Punjab,Rawalpindi,116.71.63.0/24
116.71.64.0,116.71.95.255,PK,Pakistan,Khyber Pakhtunkhwa,Peshawar,116.71.64.0/19
116.71.96.0,116.71.114.255,PK,Pakistan,Punjab,Lahore,116.71.96.0/20
116.71.115.0,116.71.115.255,PK,Pakistan,Khyber Pakhtunkhwa,Bannu,116.71.115.0/24
116.71.116.0,116.71.122.255,PK,Pakistan,Punjab,Lahore,116.71.116.0/22
116.71.123.0,116.71.123.255,PK,Pakistan,Khyber Pakhtunkhwa,Karak,116.71.123.0/24
116.71.124.0,116.71.125.255,PK,Pakistan,Punjab,Lahore,116.71.124.0/23
116.71.126.0,116.71.126.255,PK,Pakistan,Khyber Pakhtunkhwa,Bannu,116.71.126.0/24
116.71.127.0,116.71.127.255,PK,Pakistan,Khyber Pakhtunkhwa,Miran Shah,116.71.127.0/24
116.71.128.0,116.71.129.255,PK,Pakistan,Punjab,Lahore,116.71.128.0/23
116.71.130.0,116.71.130.255,PK,Pakistan,Sindh,Thatta,116.71.130.0/24
116.71.131.0,116.71.133.255,PK,Pakistan,Punjab,Lahore,116.71.131.0/24
116.71.134.0,116.71.134.255,PK,Pakistan,Punjab,Daud Khel,116.71.134.0/24
116.71.135.0,116.71.135.255,PK,Pakistan,Punjab,Talamba,116.71.135.0/24
116.71.136.0,116.71.136.255,PK,Pakistan,Islamabad,Islamabad,116.71.136.0/24
116.71.137.0,116.71.138.255,PK,Pakistan,Punjab,Lahore,116.71.137.0/24
116.71.139.0,116.71.139.255,PK,Pakistan,Khyber Pakhtunkhwa,Charsadda,116.71.139.0/24
116.71.140.0,116.71.143.255,PK,Pakistan,Punjab,Lahore,116.71.140.0/22
116.71.144.0,116.71.144.255,PK,Pakistan,Khyber Pakhtunkhwa,Wana,116.71.144.0/24
116.71.145.0,116.71.145.255,PK,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,116.71.145.0/24
116.71.146.0,116.71.147.255,PK,Pakistan,Khyber Pakhtunkhwa,Tank,116.71.146.0/23
116.71.148.0,116.71.148.255,PK,Pakistan,Punjab,Lahore,116.71.148.0/24
116.71.149.0,116.71.150.255,PK,Pakistan,Khyber Pakhtunkhwa,Tank,116.71.149.0/24
116.71.151.0,116.71.151.255,PK,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,116.71.151.0/24
116.71.152.0,116.71.152.255,PK,Pakistan,Punjab,Lahore,116.71.152.0/24
116.71.153.0,116.71.154.255,PK,Pakistan,Khyber Pakhtunkhwa,Tank,116.71.153.0/24
116.71.155.0,116.71.155.255,PK,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,116.71.155.0/24
116.71.156.0,116.71.157.255,PK,Pakistan,Punjab,Lahore,116.71.156.0/23
116.71.158.0,116.71.158.255,PK,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,116.71.158.0/24
116.71.159.0,116.71.159.255,PK,Pakistan,Punjab,Lahore,116.71.159.0/24
116.71.160.0,116.71.160.255,PK,Pakistan,Punjab,Pattoki,116.71.160.0/24
116.71.161.0,116.71.161.255,PK,Pakistan,Balochistan,Dera Murad Jamali,116.71.161.0/24
116.71.162.0,116.71.162.255,PK,Pakistan,Punjab,Daultala,116.71.162.0/24
116.71.163.0,116.71.163.255,PK,Pakistan,Sindh,Karachi,116.71.163.0/24
116.71.164.0,116.71.165.255,PK,Pakistan,Punjab,Lahore,116.71.164.0/23
116.71.166.0,116.71.166.255,PK,Pakistan,Punjab,Chiniot,116.71.166.0/24
116.71.167.0,116.71.167.255,PK,Pakistan,Punjab,Lahore,116.71.167.0/24
116.71.168.0,116.71.168.255,PK,Pakistan,Sindh,Karachi,116.71.168.0/24
116.71.169.0,116.71.169.255,PK,Pakistan,Punjab,Pindi Gheb,116.71.169.0/24
116.71.170.0,116.71.170.255,PK,Pakistan,Sindh,Karachi,116.71.170.0/24
116.71.171.0,116.71.171.255,PK,Pakistan,Balochistan,Dera Murad Jamali,116.71.171.0/24
116.71.172.0,116.71.173.255,PK,Pakistan,Sindh,Karachi,116.71.172.0/23
116.71.174.0,116.71.174.255,PK,Pakistan,Punjab,Baddomalhi,116.71.174.0/24
116.71.175.0,116.71.175.255,PK,Pakistan,Sindh,Karachi,116.71.175.0/24
116.71.176.0,116.71.176.255,PK,Pakistan,Khyber Pakhtunkhwa,Mansehra,116.71.176.0/24
116.71.177.0,116.71.177.255,PK,Pakistan,Punjab,Dera Ghazi Khan,116.71.177.0/24
116.71.178.0,116.71.178.255,PK,Pakistan,Punjab,Daultala,116.71.178.0/24
116.71.179.0,116.71.179.255,PK,Pakistan,Punjab,Sanjwal,116.71.179.0/24
116.71.180.0,116.71.180.255,PK,Pakistan,Punjab,Chiniot,116.71.180.0/24
116.71.181.0,116.71.181.255,PK,Pakistan,Punjab,Chakwal,116.71.181.0/24
116.71.182.0,116.71.182.255,PK,Pakistan,Punjab,Daultala,116.71.182.0/24
116.71.183.0,116.71.183.255,PK,Pakistan,Islamabad,Islamabad,116.71.183.0/24
116.71.184.0,116.71.184.255,PK,Pakistan,Sindh,Karachi,116.71.184.0/24
116.71.185.0,116.71.185.255,PK,Pakistan,Punjab,Daultala,116.71.185.0/24
116.71.186.0,116.71.186.255,PK,Pakistan,Punjab,Rawalpindi,116.71.186.0/24
116.71.187.0,116.71.187.255,PK,Pakistan,Punjab,Muzaffargarh,116.71.187.0/24
116.71.188.0,116.71.188.255,PK,Pakistan,Punjab,Pindi Gheb,116.71.188.0/24
116.71.189.0,116.71.189.255,PK,Pakistan,Punjab,Lahore,116.71.189.0/24
116.71.190.0,116.71.190.255,PK,Pakistan,Punjab,Bahawalpur,116.71.190.0/24
116.71.191.0,116.71.255.255,PK,Pakistan,Sindh,Karachi,116.71.191.0/24
116.90.96.0,116.90.101.255,PK,Pakistan,Sindh,Karachi,116.90.96.0/22
116.90.102.0,116.90.102.255,PK,Pakistan,Sindh,Mirpur Khas,116.90.102.0/24
116.90.103.0,116.90.111.255,PK,Pakistan,Sindh,Karachi,116.90.103.0/24
116.90.112.0,116.90.112.255,PK,Pakistan,Punjab,Chichawatni,116.90.112.0/24
116.90.113.0,116.90.114.255,PK,Pakistan,Sindh,Karachi,116.90.113.0/24
116.90.115.0,116.90.115.255,PK,Pakistan,Punjab,Rojhan,116.90.115.0/24
116.90.116.0,116.90.116.255,PK,Pakistan,Punjab,Jhelum,116.90.116.0/24
116.90.117.0,116.90.123.255,PK,Pakistan,Punjab,Lahore,116.90.117.0/24
116.90.124.0,116.90.124.255,PK,Pakistan,Sindh,Karachi,116.90.124.0/24
116.90.125.0,116.90.127.255,PK,Pakistan,Punjab,Lahore,116.90.125.0/24
116.197.156.0,116.197.159.255,PK,Pakistan,Islamabad,Islamabad,116.197.156.0/22
116.204.164.0,116.204.167.255,PK,Pakistan,Sindh,Karachi,116.204.164.0/22
116.206.64.0,116.206.67.255,PK,Pakistan,Sindh,Karachi,116.206.64.0/22
116.206.84.0,116.206.87.255,PK,Pakistan,Sindh,Karachi,116.206.84.0/22
116.206.140.0,116.206.143.255,PK,Pakistan,Sindh,Karachi,116.206.140.0/22
116.206.164.0,116.206.167.255,PK,Pakistan,Punjab,Lahore,116.206.164.0/22
116.213.32.0,116.213.32.255,PK,Pakistan,Balochistan,Kot Malik,116.213.32.0/24
116.213.33.0,116.213.33.255,PK,Pakistan,Sindh,Karachi,116.213.33.0/24
116.213.34.0,116.213.34.255,PK,Pakistan,Punjab,Bahawalpur,116.213.34.0/24
116.213.35.0,116.213.35.255,PK,Pakistan,Sindh,Karachi,116.213.35.0/24
117.18.244.0,117.18.251.255,PK,Pakistan,-,-,117.18.244.0/22
117.20.16.0,117.20.23.255,PK,Pakistan,Sindh,Karachi,117.20.16.0/21
117.20.24.0,117.20.24.255,PK,Pakistan,Islamabad,Islamabad,117.20.24.0/24
117.20.25.0,117.20.31.255,PK,Pakistan,Sindh,Karachi,117.20.25.0/24
117.53.40.0,117.53.40.255,PK,Pakistan,Punjab,Gujranwala,117.53.40.0/24
117.53.41.0,117.53.41.255,PK,Pakistan,Punjab,Choa Saidan Shah,117.53.41.0/24
117.53.42.0,117.53.42.255,PK,Pakistan,Punjab,Lahore,117.53.42.0/24
117.53.43.0,117.53.43.255,PK,Pakistan,Sindh,Karachi,117.53.43.0/24
117.102.0.0,117.102.1.255,PK,Pakistan,Punjab,Lahore,117.102.0.0/23
117.102.2.0,117.102.7.255,PK,Pakistan,Sindh,Karachi,117.102.2.0/23
117.102.8.0,117.102.10.255,PK,Pakistan,Punjab,Lahore,117.102.8.0/23
117.102.11.0,117.102.11.255,PK,Pakistan,Sindh,Karachi,117.102.11.0/24
117.102.12.0,117.102.13.255,PK,Pakistan,Punjab,Lahore,117.102.12.0/23
117.102.14.0,117.102.15.255,PK,Pakistan,Sindh,Karachi,117.102.14.0/23
117.102.16.0,117.102.19.255,PK,Pakistan,Punjab,Lahore,117.102.16.0/22
117.102.20.0,117.102.20.255,PK,Pakistan,Sindh,Karachi,117.102.20.0/24
117.102.21.0,117.102.21.255,PK,Pakistan,Punjab,Lahore,117.102.21.0/24
117.102.22.0,117.102.23.255,PK,Pakistan,Sindh,Karachi,117.102.22.0/23
117.102.24.0,117.102.28.255,PK,Pakistan,Punjab,Lahore,117.102.24.0/22
117.102.29.0,117.102.31.255,PK,Pakistan,Punjab,Data,117.102.29.0/24
117.102.32.0,117.102.47.255,PK,Pakistan,Punjab,Lahore,117.102.32.0/20
117.102.48.0,117.102.59.255,PK,Pakistan,Sindh,Karachi,117.102.48.0/21
117.102.60.0,117.102.60.255,PK,Pakistan,Sindh,Gharo,117.102.60.0/24
117.102.61.0,117.102.61.255,PK,Pakistan,Sindh,Karachi,117.102.61.0/24
117.102.62.0,117.102.62.255,PK,Pakistan,Sindh,Mirpur Khas,117.102.62.0/24
