Start IP,End IP,Country Code,Country,Region,City,CIDR
39.37.254.0,39.37.255.255,PK,Pakistan,Punjab,Faisalabad,39.37.254.0/23
39.38.0.0,39.38.15.255,PK,Pakistan,Sindh,Hyderabad,39.38.0.0/20
39.38.16.0,39.38.16.255,PK,Pakistan,Sindh,Islamkot,39.38.16.0/24
39.38.17.0,39.38.26.255,PK,Pakistan,Sindh,Hyderabad,39.38.17.0/24
39.38.27.0,39.38.27.255,PK,Pakistan,Islamabad,Islamabad,39.38.27.0/24
39.38.28.0,39.38.40.255,PK,Pakistan,Sindh,Hyderabad,39.38.28.0/22
39.38.41.0,39.38.41.255,PK,Pakistan,Sindh,Mithi,39.38.41.0/24
39.38.42.0,39.38.42.255,PK,Pakistan,Sindh,Matiari,39.38.42.0/24
39.38.43.0,39.38.60.255,PK,Pakistan,Sindh,Hyderabad,39.38.43.0/24
39.38.61.0,39.38.61.255,PK,Pakistan,Sindh,Mithi,39.38.61.0/24
39.38.62.0,39.38.63.255,PK,Pakistan,Sindh,Hyderabad,39.38.62.0/23
39.38.64.0,39.38.66.255,PK,Pakistan,Balochistan,Kot Malik,39.38.64.0/23
39.38.67.0,39.38.67.255,PK,Pakistan,Balochistan,Quetta,39.38.67.0/24
39.38.68.0,39.38.68.255,PK,Pakistan,Sindh,Ghauspur,39.38.68.0/24
39.38.69.0,39.38.70.255,PK,Pakistan,Balochistan,Kot Malik,39.38.69.0/24
39.38.71.0,39.38.71.255,PK,Pakistan,Balochistan,Quetta,39.38.71.0/24
39.38.72.0,39.38.73.255,PK,Pakistan,Balochistan,Kot Malik,39.38.72.0/23
39.38.74.0,39.38.74.255,PK,Pakistan,Balochistan,Quetta,39.38.74.0/24
39.38.75.0,39.38.82.255,PK,Pakistan,Balochistan,Kot Malik,39.38.75.0/24
39.38.83.0,39.38.83.255,PK,Pakistan,Sindh,Shikarpur,39.38.83.0/24
39.38.84.0,39.38.85.255,PK,Pakistan,Balochistan,Kot Malik,39.38.84.0/23
39.38.86.0,39.38.86.255,PK,Pakistan,Sindh,Ghauspur,39.38.86.0/24
39.38.87.0,39.38.88.255,PK,Pakistan,Balochistan,Kot Malik,39.38.87.0/24
39.38.89.0,39.38.89.255,PK,Pakistan,Balochistan,Quetta,39.38.89.0/24
39.38.90.0,39.38.90.255,PK,Pakistan,Sindh,Ghauspur,39.38.90.0/24
39.38.91.0,39.38.94.255,PK,Pakistan,Balochistan,Kot Malik,39.38.91.0/24
39.38.95.0,39.38.95.255,PK,Pakistan,Sindh,Ghauspur,39.38.95.0/24
39.38.96.0,39.38.98.255,PK,Pakistan,Balochistan,Kot Malik,39.38.96.0/23
39.38.99.0,39.38.100.255,PK,Pakistan,Sindh,Ghauspur,39.38.99.0/24
39.38.101.0,39.38.102.255,PK,Pakistan,Sindh,Shikarpur,39.38.101.0/24
39.38.103.0,39.38.104.255,PK,Pakistan,Sindh,Ghauspur,39.38.103.0/24
39.38.105.0,39.38.108.255,PK,Pakistan,Balochistan,Kot Malik,39.38.105.0/24
39.38.109.0,39.38.109.255,PK,Pakistan,Islamabad,Islamabad,39.38.109.0/24
39.38.110.0,39.38.110.255,PK,Pakistan,Sindh,Ghauspur,39.38.110.0/24
39.38.111.0,39.38.111.255,PK,Pakistan,Balochistan,Kot Malik,39.38.111.0/24
39.38.112.0,39.38.112.255,PK,Pakistan,Sindh,Larkana,39.38.112.0/24
39.38.113.0,39.38.113.255,PK,Pakistan,Balochistan,Quetta,39.38.113.0/24
39.38.114.0,39.38.115.255,PK,Pakistan,Sindh,Shikarpur,39.38.114.0/23
39.38.116.0,39.38.116.255,PK,Pakistan,Balochistan,Quetta,39.38.116.0/24
39.38.117.0,39.38.117.255,PK,Pakistan,Sindh,Ghauspur,39.38.117.0/24
39.38.118.0,39.38.118.255,PK,Pakistan,Sindh,Larkana,39.38.118.0/24
39.38.119.0,39.38.119.255,PK,Pakistan,Balochistan,Quetta,39.38.119.0/24
39.38.120.0,39.38.120.255,PK,Pakistan,Sindh,Ghauspur,39.38.120.0/24
39.38.121.0,39.38.123.255,PK,Pakistan,Balochistan,Quetta,39.38.121.0/24
39.38.124.0,39.38.125.255,PK,Pakistan,Sindh,Ghauspur,39.38.124.0/23
39.38.126.0,39.38.126.255,PK,Pakistan,Islamabad,Islamabad,39.38.126.0/24
39.38.127.0,39.38.127.255,PK,Pakistan,Balochistan,Quetta,39.38.127.0/24
39.38.128.0,39.38.128.255,PK,Pakistan,Punjab,Sukheke Mandi,39.38.128.0/24
39.38.129.0,39.38.132.255,PK,Pakistan,Punjab,Hafizabad,39.38.129.0/24
39.38.133.0,39.38.133.255,PK,Pakistan,Islamabad,Islamabad,39.38.133.0/24
39.38.134.0,39.38.134.255,PK,Pakistan,Punjab,Hafizabad,39.38.134.0/24
39.38.135.0,39.38.135.255,PK,Pakistan,Punjab,Pindi Bhattian,39.38.135.0/24
39.38.136.0,39.38.136.255,PK,Pakistan,Punjab,Hafizabad,39.38.136.0/24
39.38.137.0,39.38.137.255,PK,Pakistan,Punjab,Pindi Bhattian,39.38.137.0/24
39.38.138.0,39.38.146.255,PK,Pakistan,Punjab,Hafizabad,39.38.138.0/23
39.38.147.0,39.38.147.255,PK,Pakistan,Islamabad,Islamabad,39.38.147.0/24
39.38.148.0,39.38.154.255,PK,Pakistan,Punjab,Hafizabad,39.38.148.0/22
39.38.155.0,39.38.155.255,PK,Pakistan,Islamabad,Islamabad,39.38.155.0/24
39.38.156.0,39.38.157.255,PK,Pakistan,Punjab,Hafizabad,39.38.156.0/23
39.38.158.0,39.38.158.255,PK,Pakistan,Punjab,Sukheke Mandi,39.38.158.0/24
39.38.159.0,39.38.160.255,PK,Pakistan,Punjab,Hafizabad,39.38.159.0/24
39.38.161.0,39.38.161.255,PK,Pakistan,Sindh,Hyderabad,39.38.161.0/24
39.38.162.0,39.38.165.255,PK,Pakistan,Punjab,Hafizabad,39.38.162.0/23
39.38.166.0,39.38.166.255,PK,Pakistan,Islamabad,Islamabad,39.38.166.0/24
39.38.167.0,39.38.170.255,PK,Pakistan,Punjab,Hafizabad,39.38.167.0/24
39.38.171.0,39.38.171.255,PK,Pakistan,Sindh,Hyderabad,39.38.171.0/24
39.38.172.0,39.38.179.255,PK,Pakistan,Punjab,Hafizabad,39.38.172.0/22
39.38.180.0,39.38.180.255,PK,Pakistan,Punjab,Sialkot,39.38.180.0/24
39.38.181.0,39.38.191.255,PK,Pakistan,Punjab,Hafizabad,39.38.181.0/24
39.38.192.0,39.38.193.255,PK,Pakistan,Punjab,Hasilpur,39.38.192.0/23
39.38.194.0,39.38.194.255,PK,Pakistan,Punjab,Haru Zbad,39.38.194.0/24
39.38.195.0,39.38.195.255,PK,Pakistan,Punjab,Faqirwali,39.38.195.0/24
39.38.196.0,39.38.196.255,PK,Pakistan,Islamabad,Islamabad,39.38.196.0/24
39.38.197.0,39.38.197.255,PK,Pakistan,Punjab,Dunga Bunga,39.38.197.0/24
39.38.198.0,39.38.198.255,PK,Pakistan,Punjab,Fort Abbas,39.38.198.0/24
39.38.199.0,39.38.199.255,PK,Pakistan,Punjab,Dunga Bunga,39.38.199.0/24
39.38.200.0,39.38.200.255,PK,Pakistan,Punjab,Mandi Burewala,39.38.200.0/24
39.38.201.0,39.38.201.255,PK,Pakistan,Punjab,Faqirwali,39.38.201.0/24
39.38.202.0,39.38.202.255,PK,Pakistan,Punjab,Dunga Bunga,39.38.202.0/24
39.38.203.0,39.38.205.255,PK,Pakistan,Islamabad,Islamabad,39.38.203.0/24
39.38.206.0,39.38.206.255,PK,Pakistan,Punjab,Dunga Bunga,39.38.206.0/24
39.38.207.0,39.38.207.255,PK,Pakistan,Punjab,Faqirwali,39.38.207.0/24
39.38.208.0,39.38.209.255,PK,Pakistan,Punjab,Hasilpur,39.38.208.0/23
39.38.210.0,39.38.210.255,PK,Pakistan,Islamabad,Islamabad,39.38.210.0/24
39.38.211.0,39.38.211.255,PK,Pakistan,Punjab,Dunga Bunga,39.38.211.0/24
39.38.212.0,39.38.212.255,PK,Pakistan,Punjab,Hasilpur,39.38.212.0/24
39.38.213.0,39.38.213.255,PK,Pakistan,Punjab,Dunga Bunga,39.38.213.0/24
39.38.214.0,39.38.214.255,PK,Pakistan,Punjab,Faqirwali,39.38.214.0/24
39.38.215.0,39.38.215.255,PK,Pakistan,Punjab,Dunga Bunga,39.38.215.0/24
39.38.216.0,39.38.220.255,PK,Pakistan,Islamabad,Islamabad,39.38.216.0/22
39.38.221.0,39.38.221.255,PK,Pakistan,Punjab,Chishtian,39.38.221.0/24
39.38.222.0,39.38.222.255,PK,Pakistan,Islamabad,Islamabad,39.38.222.0/24
39.38.223.0,39.38.223.255,PK,Pakistan,Punjab,Haru Zbad,39.38.223.0/24
39.38.224.0,39.38.224.255,PK,Pakistan,Islamabad,Islamabad,39.38.224.0/24
39.38.225.0,39.38.225.255,PK,Pakistan,Punjab,Bahawalpur,39.38.225.0/24
39.38.226.0,39.38.226.255,PK,Pakistan,Punjab,Faqirwali,39.38.226.0/24
39.38.227.0,39.38.227.255,PK,Pakistan,Islamabad,Islamabad,39.38.227.0/24
39.38.228.0,39.38.228.255,PK,Pakistan,Punjab,Faqirwali,39.38.228.0/24
39.38.229.0,39.38.231.255,PK,Pakistan,Islamabad,Islamabad,39.38.229.0/24
39.38.232.0,39.38.232.255,PK,Pakistan,Punjab,Haru Zbad,39.38.232.0/24
39.38.233.0,39.38.233.255,PK,Pakistan,Punjab,Faqirwali,39.38.233.0/24
39.38.234.0,39.38.234.255,PK,Pakistan,Punjab,Hasilpur,39.38.234.0/24
39.38.235.0,39.38.235.255,PK,Pakistan,Punjab,Faqirwali,39.38.235.0/24
39.38.236.0,39.38.236.255,PK,Pakistan,Islamabad,Islamabad,39.38.236.0/24
39.38.237.0,39.38.237.255,PK,Pakistan,Punjab,Haru Zbad,39.38.237.0/24
39.38.238.0,39.38.238.255,PK,Pakistan,Islamabad,Islamabad,39.38.238.0/24
39.38.239.0,39.38.239.255,PK,Pakistan,Punjab,Haru Zbad,39.38.239.0/24
39.38.240.0,39.38.242.255,PK,Pakistan,Punjab,Rawalpindi,39.38.240.0/23
39.38.243.0,39.38.243.255,PK,Pakistan,Punjab,Hasilpur,39.38.243.0/24
39.38.244.0,39.38.244.255,PK,Pakistan,Punjab,Rawalpindi,39.38.244.0/24
39.38.245.0,39.38.245.255,PK,Pakistan,Islamabad,Islamabad,39.38.245.0/24
39.38.246.0,39.38.246.255,PK,Pakistan,Punjab,Faqirwali,39.38.246.0/24
39.38.247.0,39.38.247.255,PK,Pakistan,Islamabad,Islamabad,39.38.247.0/24
39.38.248.0,39.38.249.255,PK,Pakistan,Punjab,Hasilpur,39.38.248.0/23
39.38.250.0,39.38.255.255,PK,Pakistan,Islamabad,Islamabad,39.38.250.0/23
39.39.0.0,39.39.0.255,PK,Pakistan,Balochistan,Kharan,39.39.0.0/24
39.39.1.0,39.39.3.255,PK,Pakistan,Islamabad,Islamabad,39.39.1.0/24
39.39.4.0,39.39.5.255,PK,Pakistan,Sindh,Karachi,39.39.4.0/23
39.39.6.0,39.39.7.255,PK,Pakistan,Islamabad,Islamabad,39.39.6.0/23
39.39.8.0,39.39.8.255,PK,Pakistan,Sindh,Karachi,39.39.8.0/24
39.39.9.0,39.39.9.255,PK,Pakistan,Islamabad,Islamabad,39.39.9.0/24
39.39.10.0,39.39.10.255,PK,Pakistan,Balochistan,Turbat,39.39.10.0/24
39.39.11.0,39.39.12.255,PK,Pakistan,Islamabad,Islamabad,39.39.11.0/24
39.39.13.0,39.39.13.255,PK,Pakistan,Sindh,Goth Garelo,39.39.13.0/24
39.39.14.0,39.39.14.255,PK,Pakistan,Balochistan,Uthal,39.39.14.0/24
39.39.15.0,39.39.15.255,PK,Pakistan,Islamabad,Islamabad,39.39.15.0/24
39.39.16.0,39.39.18.255,PK,Pakistan,Sindh,Karachi,39.39.16.0/23
39.39.19.0,39.39.19.255,PK,Pakistan,Sindh,Larkana,39.39.19.0/24
39.39.20.0,39.39.20.255,PK,Pakistan,Balochistan,Panjgur,39.39.20.0/24
39.39.21.0,39.39.21.255,PK,Pakistan,Sindh,Goth Garelo,39.39.21.0/24
39.39.22.0,39.39.22.255,PK,Pakistan,Sindh,Karachi,39.39.22.0/24
39.39.23.0,39.39.23.255,PK,Pakistan,Sindh,Larkana,39.39.23.0/24
39.39.24.0,39.39.25.255,PK,Pakistan,Balochistan,Kharan,39.39.24.0/23
39.39.26.0,39.39.30.255,PK,Pakistan,Sindh,Karachi,39.39.26.0/23
39.39.31.0,39.39.31.255,PK,Pakistan,Sindh,Larkana,39.39.31.0/24
39.39.32.0,39.39.32.255,PK,Pakistan,Islamabad,Islamabad,39.39.32.0/24
39.39.33.0,39.39.33.255,PK,Pakistan,Sindh,Goth Garelo,39.39.33.0/24
39.39.34.0,39.39.34.255,PK,Pakistan,Sindh,Karachi,39.39.34.0/24
39.39.35.0,39.39.35.255,PK,Pakistan,Islamabad,Islamabad,39.39.35.0/24
39.39.36.0,39.39.36.255,PK,Pakistan,Sindh,Karachi,39.39.36.0/24
39.39.37.0,39.39.37.255,PK,Pakistan,Sindh,Goth Garelo,39.39.37.0/24
39.39.38.0,39.39.38.255,PK,Pakistan,Sindh,Karachi,39.39.38.0/24
39.39.39.0,39.39.39.255,PK,Pakistan,Islamabad,Islamabad,39.39.39.0/24
39.39.40.0,39.39.41.255,PK,Pakistan,Sindh,Karachi,39.39.40.0/23
39.39.42.0,39.39.42.255,PK,Pakistan,Islamabad,Islamabad,39.39.42.0/24
39.39.43.0,39.39.43.255,PK,Pakistan,Sindh,Goth Garelo,39.39.43.0/24
39.39.44.0,39.39.44.255,PK,Pakistan,Balochistan,Gadani,39.39.44.0/24
39.39.45.0,39.39.46.255,PK,Pakistan,Sindh,Karachi,39.39.45.0/24
39.39.47.0,39.39.47.255,PK,Pakistan,Islamabad,Islamabad,39.39.47.0/24
39.39.48.0,39.39.48.255,PK,Pakistan,Sindh,Karachi,39.39.48.0/24
39.39.49.0,39.39.49.255,PK,Pakistan,Sindh,Goth Garelo,39.39.49.0/24
39.39.50.0,39.39.50.255,PK,Pakistan,Sindh,Larkana,39.39.50.0/24
39.39.51.0,39.39.51.255,PK,Pakistan,Sindh,Karachi,39.39.51.0/24
39.39.52.0,39.39.52.255,PK,Pakistan,Sindh,Larkana,39.39.52.0/24
39.39.53.0,39.39.54.255,PK,Pakistan,Islamabad,Islamabad,39.39.53.0/24
39.39.55.0,39.39.55.255,PK,Pakistan,Sindh,Goth Garelo,39.39.55.0/24
39.39.56.0,39.39.56.255,PK,Pakistan,Islamabad,Islamabad,39.39.56.0/24
39.39.57.0,39.39.58.255,PK,Pakistan,Balochistan,Turbat,39.39.57.0/24
39.39.59.0,39.39.59.255,PK,Pakistan,Islamabad,Islamabad,39.39.59.0/24
39.39.60.0,39.39.60.255,PK,Pakistan,Sindh,Goth Garelo,39.39.60.0/24
39.39.61.0,39.39.61.255,PK,Pakistan,Islamabad,Islamabad,39.39.61.0/24
39.39.62.0,39.39.62.255,PK,Pakistan,Sindh,Karachi,39.39.62.0/24
39.39.63.0,39.39.63.255,PK,Pakistan,Islamabad,Islamabad,39.39.63.0/24
39.39.64.0,39.39.64.255,PK,Pakistan,Sindh,Karachi,39.39.64.0/24
39.39.65.0,39.39.66.255,PK,Pakistan,Sindh,Goth Garelo,39.39.65.0/24
39.39.67.0,39.39.68.255,PK,Pakistan,Islamabad,Islamabad,39.39.67.0/24
39.39.69.0,39.39.69.255,PK,Pakistan,Sindh,Karachi,39.39.69.0/24
39.39.70.0,39.39.70.255,PK,Pakistan,Sindh,Goth Garelo,39.39.70.0/24
39.39.71.0,39.39.71.255,PK,Pakistan,Balochistan,Kharan,39.39.71.0/24
39.39.72.0,39.39.72.255,PK,Pakistan,Balochistan,Turbat,39.39.72.0/24
39.39.73.0,39.39.73.255,PK,Pakistan,Islamabad,Islamabad,39.39.73.0/24
39.39.74.0,39.39.76.255,PK,Pakistan,Sindh,Goth Garelo,39.39.74.0/23
39.39.77.0,39.39.77.255,PK,Pakistan,Balochistan,Turbat,39.39.77.0/24
39.39.78.0,39.39.81.255,PK,Pakistan,Sindh,Karachi,39.39.78.0/23
39.39.82.0,39.39.82.255,PK,Pakistan,Sindh,Goth Garelo,39.39.82.0/24
39.39.83.0,39.39.83.255,PK,Pakistan,Islamabad,Islamabad,39.39.83.0/24
39.39.84.0,39.39.85.255,PK,Pakistan,Sindh,Karachi,39.39.84.0/23
39.39.86.0,39.39.87.255,PK,Pakistan,Islamabad,Islamabad,39.39.86.0/23
39.39.88.0,39.39.88.255,PK,Pakistan,Sindh,Larkana,39.39.88.0/24
39.39.89.0,39.39.89.255,PK,Pakistan,Sindh,Karachi,39.39.89.0/24
39.39.90.0,39.39.91.255,PK,Pakistan,Islamabad,Islamabad,39.39.90.0/23
39.39.92.0,39.39.93.255,PK,Pakistan,Sindh,Karachi,39.39.92.0/23
39.39.94.0,39.39.94.255,PK,Pakistan,Sindh,Larkana,39.39.94.0/24
39.39.95.0,39.39.96.255,PK,Pakistan,Islamabad,Islamabad,39.39.95.0/24
39.39.97.0,39.39.99.255,PK,Pakistan,Sindh,Karachi,39.39.97.0/24
39.39.100.0,39.39.100.255,PK,Pakistan,Islamabad,Islamabad,39.39.100.0/24
39.39.101.0,39.39.102.255,PK,Pakistan,Sindh,Karachi,39.39.101.0/24
39.39.103.0,39.39.103.255,PK,Pakistan,Balochistan,Turbat,39.39.103.0/24
39.39.104.0,39.39.104.255,PK,Pakistan,Balochistan,Kharan,39.39.104.0/24
39.39.105.0,39.39.105.255,PK,Pakistan,Sindh,Karachi,39.39.105.0/24
39.39.106.0,39.39.106.255,PK,Pakistan,Islamabad,Islamabad,39.39.106.0/24
39.39.107.0,39.39.107.255,PK,Pakistan,Sindh,Karachi,39.39.107.0/24
39.39.108.0,39.39.108.255,PK,Pakistan,Islamabad,Islamabad,39.39.108.0/24
39.39.109.0,39.39.110.255,PK,Pakistan,Balochistan,Kharan,39.39.109.0/24
39.39.111.0,39.39.111.255,PK,Pakistan,Islamabad,Islamabad,39.39.111.0/24
39.39.112.0,39.39.112.255,PK,Pakistan,Sindh,Larkana,39.39.112.0/24
39.39.113.0,39.39.113.255,PK,Pakistan,Islamabad,Islamabad,39.39.113.0/24
39.39.114.0,39.39.114.255,PK,Pakistan,Sindh,Karachi,39.39.114.0/24
39.39.115.0,39.39.115.255,PK,Pakistan,Balochistan,Panjgur,39.39.115.0/24
39.39.116.0,39.39.116.255,PK,Pakistan,Balochistan,Kharan,39.39.116.0/24
39.39.117.0,39.39.117.255,PK,Pakistan,Sindh,Larkana,39.39.117.0/24
39.39.118.0,39.39.118.255,PK,Pakistan,Islamabad,Islamabad,39.39.118.0/24
39.39.119.0,39.39.119.255,PK,Pakistan,Sindh,Karachi,39.39.119.0/24
39.39.120.0,39.39.120.255,PK,Pakistan,Balochistan,Kharan,39.39.120.0/24
39.39.121.0,39.39.121.255,PK,Pakistan,Sindh,Karachi,39.39.121.0/24
39.39.122.0,39.39.122.255,PK,Pakistan,Islamabad,Islamabad,39.39.122.0/24
39.39.123.0,39.39.123.255,PK,Pakistan,Sindh,Goth Garelo,39.39.123.0/24
39.39.124.0,39.39.124.255,PK,Pakistan,Islamabad,Islamabad,39.39.124.0/24
39.39.125.0,39.39.125.255,PK,Pakistan,Sindh,Larkana,39.39.125.0/24
39.39.126.0,39.39.126.255,PK,Pakistan,Sindh,Goth Garelo,39.39.126.0/24
39.39.127.0,39.39.127.255,PK,Pakistan,Sindh,Karachi,39.39.127.0/24
39.39.128.0,39.39.128.255,PK,Pakistan,Islamabad,Islamabad,39.39.128.0/24
39.39.129.0,39.39.129.255,PK,Pakistan,Sindh,Gharo,39.39.129.0/24
39.39.130.0,39.39.137.255,PK,Pakistan,Islamabad,Islamabad,39.39.130.0/23
39.39.138.0,39.39.138.255,PK,Pakistan,Balochistan,Gadani,39.39.138.0/24
39.39.139.0,39.39.140.255,PK,Pakistan,Islamabad,Islamabad,39.39.139.0/24
39.39.141.0,39.39.141.255,PK,Pakistan,Punjab,Sargodha,39.39.141.0/24
39.39.142.0,39.39.142.255,PK,Pakistan,Balochistan,Kharan,39.39.142.0/24
39.39.143.0,39.39.145.255,PK,Pakistan,Islamabad,Islamabad,39.39.143.0/24
39.39.146.0,39.39.147.255,PK,Pakistan,Balochistan,Turbat,39.39.146.0/23
39.39.148.0,39.39.148.255,PK,Pakistan,Islamabad,Islamabad,39.39.148.0/24
39.39.149.0,39.39.149.255,PK,Pakistan,Balochistan,Kharan,39.39.149.0/24
39.39.150.0,39.39.153.255,PK,Pakistan,Islamabad,Islamabad,39.39.150.0/23
39.39.154.0,39.39.154.255,PK,Pakistan,Sindh,Gharo,39.39.154.0/24
39.39.155.0,39.39.161.255,PK,Pakistan,Islamabad,Islamabad,39.39.155.0/24
39.39.162.0,39.39.162.255,PK,Pakistan,Balochistan,Gadani,39.39.162.0/24
39.39.163.0,39.39.163.255,PK,Pakistan,Balochistan,Turbat,39.39.163.0/24
39.39.164.0,39.39.165.255,PK,Pakistan,Islamabad,Islamabad,39.39.164.0/23
39.39.166.0,39.39.167.255,PK,Pakistan,Sindh,Karachi,39.39.166.0/23
39.39.168.0,39.39.174.255,PK,Pakistan,Islamabad,Islamabad,39.39.168.0/22
39.39.175.0,39.39.175.255,PK,Pakistan,Balochistan,Kharan,39.39.175.0/24
39.39.176.0,39.39.179.255,PK,Pakistan,Islamabad,Islamabad,39.39.176.0/22
39.39.180.0,39.39.180.255,PK,Pakistan,Sindh,Karachi,39.39.180.0/24
39.39.181.0,39.39.181.255,PK,Pakistan,Islamabad,Islamabad,39.39.181.0/24
39.39.182.0,39.39.182.255,PK,Pakistan,Balochistan,Gadani,39.39.182.0/24
39.39.183.0,39.39.183.255,PK,Pakistan,Sindh,Gharo,39.39.183.0/24
39.39.184.0,39.39.185.255,PK,Pakistan,Islamabad,Islamabad,39.39.184.0/23
39.39.186.0,39.39.186.255,PK,Pakistan,Balochistan,Turbat,39.39.186.0/24
39.39.187.0,39.39.187.255,PK,Pakistan,Balochistan,Gadani,39.39.187.0/24
39.39.188.0,39.39.188.255,PK,Pakistan,Sindh,Karachi,39.39.188.0/24
39.39.189.0,39.39.191.255,PK,Pakistan,Islamabad,Islamabad,39.39.189.0/24
39.39.192.0,39.39.192.255,PK,Pakistan,Balochistan,Gadani,39.39.192.0/24
39.39.193.0,39.39.193.255,PK,Pakistan,Balochistan,Turbat,39.39.193.0/24
39.39.194.0,39.39.194.255,PK,Pakistan,Balochistan,Kharan,39.39.194.0/24
39.39.195.0,39.39.195.255,PK,Pakistan,Islamabad,Islamabad,39.39.195.0/24
39.39.196.0,39.39.196.255,PK,Pakistan,Balochistan,Turbat,39.39.196.0/24
39.39.197.0,39.39.197.255,PK,Pakistan,Sindh,Gharo,39.39.197.0/24
39.39.198.0,39.39.199.255,PK,Pakistan,Islamabad,Islamabad,39.39.198.0/23
39.39.200.0,39.39.200.255,PK,Pakistan,Balochistan,Turbat,39.39.200.0/24
39.39.201.0,39.39.201.255,PK,Pakistan,Islamabad,Islamabad,39.39.201.0/24
39.39.202.0,39.39.202.255,PK,Pakistan,Balochistan,Kharan,39.39.202.0/24
39.39.203.0,39.39.206.255,PK,Pakistan,Islamabad,Islamabad,39.39.203.0/24
39.39.207.0,39.39.207.255,PK,Pakistan,Balochistan,Kharan,39.39.207.0/24
39.39.208.0,39.39.211.255,PK,Pakistan,Islamabad,Islamabad,39.39.208.0/22
39.39.212.0,39.39.212.255,PK,Pakistan,Balochistan,Kharan,39.39.212.0/24
39.39.213.0,39.39.213.255,PK,Pakistan,Balochistan,Turbat,39.39.213.0/24
39.39.214.0,39.39.214.255,PK,Pakistan,Islamabad,Islamabad,39.39.214.0/24
39.39.215.0,39.39.215.255,PK,Pakistan,Sindh,Karachi,39.39.215.0/24
39.39.216.0,39.39.217.255,PK,Pakistan,Islamabad,Islamabad,39.39.216.0/23
39.39.218.0,39.39.218.255,PK,Pakistan,Balochistan,Kharan,39.39.218.0/24
39.39.219.0,39.39.220.255,PK,Pakistan,Islamabad,Islamabad,39.39.219.0/24
39.39.221.0,39.39.221.255,PK,Pakistan,Balochistan,Kharan,39.39.221.0/24
39.39.222.0,39.39.224.255,PK,Pakistan,Islamabad,Islamabad,39.39.222.0/23
39.39.225.0,39.39.226.255,PK,Pakistan,Balochistan,Kharan,39.39.225.0/24
39.39.227.0,39.39.227.255,PK,Pakistan,Islamabad,Islamabad,39.39.227.0/24
39.39.228.0,39.39.228.255,PK,Pakistan,Balochistan,Turbat,39.39.228.0/24
39.39.229.0,39.39.251.255,PK,Pakistan,Islamabad,Islamabad,39.39.229.0/24
39.39.252.0,39.39.252.255,PK,Pakistan,Balochistan,Kharan,39.39.252.0/24
39.39.253.0,39.39.253.255,PK,Pakistan,Islamabad,Islamabad,39.39.253.0/24
39.39.254.0,39.39.254.255,PK,Pakistan,Sindh,Karachi,39.39.254.0/24
39.39.255.0,39.40.0.255,PK,Pakistan,Islamabad,Islamabad,39.39.255.0/24
39.40.1.0,39.40.2.255,PK,Pakistan,Punjab,Rawalpindi,39.40.1.0/24
39.40.3.0,39.40.3.255,PK,Pakistan,Islamabad,Islamabad,39.40.3.0/24
39.40.4.0,39.40.4.255,PK,Pakistan,Punjab,Rawalpindi,39.40.4.0/24
39.40.5.0,39.40.7.255,PK,Pakistan,Islamabad,Islamabad,39.40.5.0/24
39.40.8.0,39.40.8.255,PK,Pakistan,Punjab,Rawalpindi,39.40.8.0/24
39.40.9.0,39.40.10.255,PK,Pakistan,Punjab,Nazir Town,39.40.9.0/24
39.40.11.0,39.40.12.255,PK,Pakistan,Punjab,Rawalpindi,39.40.11.0/24
39.40.13.0,39.40.14.255,PK,Pakistan,Islamabad,Islamabad,39.40.13.0/24
39.40.15.0,39.40.15.255,PK,Pakistan,Punjab,Rawalpindi,39.40.15.0/24
39.40.16.0,39.40.17.255,PK,Pakistan,Islamabad,Islamabad,39.40.16.0/23
39.40.18.0,39.40.18.255,PK,Pakistan,Punjab,Rawalpindi,39.40.18.0/24
39.40.19.0,39.40.21.255,PK,Pakistan,Islamabad,Islamabad,39.40.19.0/24
39.40.22.0,39.40.22.255,PK,Pakistan,Punjab,Hazro,39.40.22.0/24
39.40.23.0,39.40.25.255,PK,Pakistan,Islamabad,Islamabad,39.40.23.0/24
39.40.26.0,39.40.27.255,PK,Pakistan,Punjab,Rawalpindi,39.40.26.0/23
39.40.28.0,39.40.28.255,PK,Pakistan,Punjab,Nazir Town,39.40.28.0/24
39.40.29.0,39.40.34.255,PK,Pakistan,Islamabad,Islamabad,39.40.29.0/24
39.40.35.0,39.40.35.255,PK,Pakistan,Punjab,Rawalpindi,39.40.35.0/24
39.40.36.0,39.40.36.255,PK,Pakistan,Punjab,Hazro,39.40.36.0/24
39.40.37.0,39.40.37.255,PK,Pakistan,Punjab,Attock City,39.40.37.0/24
39.40.38.0,39.40.39.255,PK,Pakistan,Islamabad,Islamabad,39.40.38.0/23
39.40.40.0,39.40.41.255,PK,Pakistan,Punjab,Rawalpindi,39.40.40.0/23
39.40.42.0,39.40.42.255,PK,Pakistan,Islamabad,Islamabad,39.40.42.0/24
39.40.43.0,39.40.43.255,PK,Pakistan,Punjab,Rawalpindi,39.40.43.0/24
39.40.44.0,39.40.49.255,PK,Pakistan,Islamabad,Islamabad,39.40.44.0/22
39.40.50.0,39.40.50.255,PK,Pakistan,Punjab,Isan,39.40.50.0/24
39.40.51.0,39.40.51.255,PK,Pakistan,Punjab,Rawalpindi,39.40.51.0/24
39.40.52.0,39.40.54.255,PK,Pakistan,Islamabad,Islamabad,39.40.52.0/23
